customer_id,age,income,tenure_days,avg_spend,purchase_frequency,total_transactions,true_propensity,treatment,true_uplift,baseline_spend,outcome
1990,32,89200.0,532,24.64,0.508,9,0.6428,1,55,53.58,89.84
1991,62,75300.0,1100,18.14,0.709,26,0.7217,1,55,51.05,97.41
1992,64,30000.0,476,14.97,0.756,12,0.2812,1,55,34.28,100.14
1993,59,54700.0,45,15.36,3.333,5,0.2958,0,95,219.05,210.49
1994,71,82800.0,274,20.53,0.985,9,0.5272,0,55,74.53,82.21
1995,56,52000.0,132,19.57,1.818,8,0.3046,0,95,140.35,131.09
1996,62,100400.0,835,26.4,0.79,22,0.7756,1,35,86.92,120.19
1997,60,64700.0,121,10.1,0.496,2,0.3713,1,95,37.34,149.49
1998,53,66400.0,733,21.81,0.859,21,0.5688,0,55,71.66,79.11
1999,46,86800.0,146,21.5,0.205,1,0.512,1,95,10.27,85.75
2000,90,68200.0,121,18.16,0.248,1,0.3916,0,95,22.0,54.21
2001,47,67100.0,514,14.43,0.934,16,0.5054,1,55,70.62,115.23
2002,44,81700.0,631,22.03,0.761,16,0.6286,0,55,68.15,86.81
2003,62,35500.0,158,12.71,1.329,7,0.2316,1,95,65.28,155.82
2004,59,59800.0,333,25.34,0.541,6,0.4053,0,55,57.97,45.68
2005,31,77600.0,105,12.89,1.714,6,0.4429,0,95,71.77,67.26
2006,74,70200.0,666,15.71,0.856,19,0.5713,0,55,48.87,42.34
2007,53,95400.0,395,19.15,0.759,10,0.6387,0,55,43.54,38.06
2008,36,30000.0,177,15.79,0.847,5,0.2124,0,95,50.62,51.21
2009,75,33500.0,634,20.89,0.804,17,0.3417,0,55,63.08,67.86
2010,66,83400.0,693,25.03,0.649,15,0.656,0,55,43.88,58.08
2011,34,79000.0,55,16.38,0.545,1,0.4361,0,95,37.14,39.29
2012,85,66900.0,352,17.89,0.852,10,0.4539,1,55,65.91,121.69
2013,66,75600.0,339,17.29,0.619,7,0.5032,1,55,41.26,89.04
2014,55,80600.0,102,24.63,0.294,1,0.4603,0,95,16.74,13.93
2015,82,53300.0,418,15.75,0.789,11,0.3924,0,55,59.83,54.79
2016,58,50800.0,159,10.56,1.132,6,0.3055,0,95,62.99,49.26
2017,55,69000.0,703,23.27,0.896,21,0.5753,0,55,86.6,112.11
2018,44,81800.0,478,28.59,0.879,14,0.5838,0,55,97.69,100.11
2019,65,42500.0,818,15.48,0.844,23,0.4489,1,55,49.53,107.08
2020,63,62400.0,380,19.96,0.947,12,0.4352,1,55,79.08,146.25
2021,55,59900.0,687,11.45,0.742,17,0.5149,1,55,34.7,63.89
2022,42,71200.0,48,10.38,0.625,1,0.3875,1,95,29.43,146.82
2023,57,65200.0,117,10.53,1.538,6,0.373,1,95,68.38,154.79
2024,54,53300.0,222,17.77,0.405,3,0.3359,1,55,22.88,69.05
2025,32,86600.0,7,21.45,4.286,1,0.4676,1,95,361.16,450.73
2026,30,48700.0,1100,20.04,0.655,24,0.574,1,55,50.26,115.1
2027,65,60900.0,353,18.15,1.36,16,0.4179,1,55,102.48,178.92
2028,18,30000.0,799,19.44,0.788,21,0.369,1,55,48.8,120.2
2029,58,50600.0,45,21.95,0.667,1,0.2752,0,95,56.73,51.91
2030,47,74200.0,199,19.52,0.452,3,0.4512,0,55,35.0,17.02
2031,77,76100.0,852,16.4,0.739,21,0.6601,1,55,44.58,95.44
2032,47,76000.0,155,11.82,1.161,6,0.4486,1,95,66.11,154.72
2033,66,78800.0,58,28.99,1.034,2,0.4358,0,95,129.76,113.31
2034,48,107400.0,380,21.4,0.553,7,0.6998,0,35,50.66,56.49
2035,57,49700.0,265,9.97,0.906,8,0.3282,0,55,50.29,50.34
2036,68,33600.0,74,15.69,0.405,1,0.2058,0,95,32.44,37.45
2037,47,41300.0,699,8.76,0.901,21,0.4054,0,55,32.64,39.96
2038,72,53600.0,451,18.68,0.732,11,0.404,0,55,50.88,57.73
2039,38,41100.0,1100,14.48,0.682,25,0.5278,1,55,36.34,90.7
2040,60,68000.0,128,24.82,1.172,5,0.3925,1,95,119.4,230.8
2041,71,94500.0,607,28.36,0.791,16,0.6924,1,55,86.76,136.86
2042,66,99500.0,765,30.44,0.706,18,0.7561,1,55,73.83,122.44
2043,88,82200.0,676,23.36,0.843,19,0.6445,0,55,75.72,73.41
2044,42,107400.0,361,21.82,0.914,11,0.6948,1,35,87.99,128.37
2045,32,52900.0,715,12.75,0.881,21,0.4806,0,55,24.34,31.16
2046,38,30000.0,230,11.85,1.043,8,0.2236,1,55,60.66,112.26
2047,66,89300.0,206,33.37,0.728,5,0.546,1,55,101.77,153.57
2048,63,30000.0,131,13.25,0.229,1,0.203,0,95,10.26,23.31
2049,57,49500.0,491,18.23,0.794,13,0.3917,0,55,60.2,47.12
2050,36,72100.0,1100,28.41,0.791,29,0.7056,1,55,97.58,180.05
2051,68,65400.0,345,21.08,0.783,9,0.4426,0,55,66.29,63.28
2052,34,56800.0,201,14.78,0.149,1,0.3494,1,55,16.4,69.35
2053,75,44200.0,15,20.28,4.0,2,0.2381,0,95,331.29,334.98
2054,90,71800.0,179,18.63,0.335,2,0.4305,1,95,26.37,126.69
2055,61,87300.0,130,24.54,1.154,5,0.5101,0,95,104.39,97.84
2056,65,67400.0,704,22.67,0.98,23,0.566,1,55,88.08,146.47
2057,47,46000.0,352,14.43,0.682,8,0.332,0,55,23.03,13.7
2058,24,32600.0,64,15.82,1.406,3,0.1998,0,95,92.54,86.55
2059,45,46000.0,401,24.9,0.748,10,0.3457,0,55,71.14,55.1
2060,36,69400.0,334,17.28,0.898,10,0.4636,1,55,57.15,113.55
2061,30,67200.0,14,26.66,2.143,1,0.3547,0,95,233.77,232.01
2062,84,54000.0,40,15.15,0.75,1,0.291,0,95,35.29,15.15
2063,60,30000.0,712,23.51,0.632,15,0.3442,0,55,60.33,53.52
2064,61,75000.0,33,16.97,5.0,6,0.4054,1,95,336.68,431.39
2065,50,45100.0,59,14.8,1.525,3,0.2524,0,95,88.84,97.43
2066,52,78900.0,352,29.38,0.938,11,0.5275,1,55,112.51,154.69
2067,71,52300.0,914,25.61,0.788,24,0.5388,1,55,95.31,147.3
2068,54,44100.0,122,20.71,1.475,6,0.2626,1,95,125.38,209.38
2069,64,70000.0,299,15.09,0.502,5,0.4564,0,55,41.17,48.42
2070,52,113900.0,459,27.5,0.784,12,0.7511,1,35,97.4,125.72
2071,49,79500.0,151,21.93,0.993,5,0.4687,1,95,93.26,193.45
2072,31,63100.0,588,15.19,0.969,19,0.5038,0,55,44.13,40.54
2073,21,65700.0,684,23.34,1.096,25,0.5495,1,55,100.41,138.37
2074,51,30000.0,336,10.62,0.893,10,0.2474,1,55,29.21,83.51
2075,56,41600.0,1100,9.79,0.709,26,0.5309,1,55,50.67,93.83
2076,33,30000.0,60,6.4,0.5,1,0.189,1,95,4.77,110.96
2077,54,101100.0,600,33.73,0.6,12,0.7241,0,35,68.97,87.16
2078,56,97300.0,133,22.04,0.226,1,0.5721,1,95,0.0,101.38
2079,18,65800.0,810,17.42,0.444,12,0.5886,1,55,22.65,71.24
2080,39,64600.0,303,14.54,0.594,6,0.4249,0,55,35.53,35.75
2081,62,33800.0,396,21.91,0.909,12,0.28,0,55,88.36,91.26
2082,62,61800.0,36,12.37,0.833,1,0.331,0,95,32.66,43.5
2083,35,98600.0,427,18.77,0.703,10,0.6656,0,55,62.15,60.27
2084,58,68400.0,79,18.65,0.38,1,0.3804,0,95,27.84,31.92
2085,72,56500.0,693,18.37,0.866,20,0.4959,0,55,59.75,42.96
2086,68,30700.0,400,17.9,0.9,12,0.2658,0,55,65.82,68.24
2087,53,93600.0,107,20.66,0.841,3,0.5416,1,95,80.84,167.24
2088,47,61900.0,307,27.01,0.098,1,0.41,0,55,11.0,11.43
2089,44,30000.0,652,11.16,0.69,15,0.3275,1,55,21.94,66.55
2090,63,47200.0,262,12.04,0.916,8,0.314,0,55,47.51,51.62
2091,58,38800.0,910,10.3,0.758,23,0.4547,0,55,34.49,40.87
2092,66,64400.0,260,15.79,0.808,7,0.4107,0,55,49.51,47.18
2093,57,69800.0,4,14.63,5.0,2,0.3666,0,95,300.77,292.11
2094,69,57200.0,444,22.33,0.811,12,0.4233,0,55,54.13,59.86
2095,57,81700.0,119,17.25,1.261,5,0.4723,0,95,89.87,105.44
2096,68,69300.0,601,19.73,0.599,12,0.5459,1,55,53.55,127.76
2097,70,90300.0,185,18.4,0.162,1,0.5456,1,55,0.33,59.29
2098,41,54700.0,990,12.33,0.788,26,0.5767,1,55,27.0,84.78
2099,24,120000.0,127,33.53,1.181,5,0.6987,0,75,166.38,153.23
2100,81,58300.0,541,26.76,0.832,15,0.4598,1,55,98.45,166.59
2101,59,46800.0,501,23.37,0.778,13,0.3789,0,55,83.61,60.38
2102,26,37600.0,128,8.28,0.469,2,0.2342,0,95,9.99,21.91
2103,43,58200.0,538,12.07,0.781,14,0.4582,0,55,39.32,39.58
2104,68,31500.0,38,24.62,1.579,2,0.1905,0,95,158.17,133.85
2105,50,70200.0,172,19.26,1.047,6,0.4188,1,95,67.0,165.37
2106,46,30000.0,751,7.63,1.079,27,0.3552,1,55,34.19,87.62
2107,79,73200.0,43,26.39,0.698,1,0.3978,0,95,74.79,70.3
2108,37,33000.0,436,15.29,1.445,21,0.2861,0,55,94.34,91.64
2109,41,54200.0,31,20.98,0.968,1,0.2897,0,95,76.66,76.47
2110,59,78500.0,178,10.59,1.011,6,0.471,0,95,52.83,52.61
2111,62,114800.0,463,25.59,0.518,8,0.7561,1,35,53.67,73.91
2112,63,44000.0,66,21.34,1.364,3,0.2489,1,95,130.11,229.14
2113,70,64800.0,410,16.52,0.951,13,0.459,0,55,68.81,65.02
2114,58,50400.0,19,23.74,1.579,1,0.2679,0,95,152.16,168.03
2115,63,48300.0,5,10.66,5.0,3,0.2545,1,95,203.74,307.35
2116,51,49200.0,165,16.82,0.545,3,0.2988,0,95,26.11,35.83
2117,56,82500.0,4,30.6,5.0,1,0.4417,0,95,624.81,643.42
2118,57,55200.0,291,12.53,0.928,9,0.3661,0,55,53.53,60.89
2119,59,113000.0,189,28.31,0.794,5,0.6784,1,35,87.63,121.17
2120,68,76300.0,106,24.37,0.283,1,0.4354,1,95,24.25,93.67
2121,64,45600.0,152,17.3,0.592,3,0.2773,1,95,42.74,140.15
2122,56,57500.0,148,17.37,1.014,5,0.3384,0,95,59.69,77.0
2123,41,45400.0,31,12.43,0.968,1,0.2472,1,95,44.39,148.33
2124,56,82000.0,72,23.28,1.25,3,0.4596,0,95,121.3,116.22
2125,55,30600.0,108,14.08,1.667,6,0.2007,0,95,99.86,100.45
2126,58,37400.0,211,8.43,1.564,11,0.2523,1,55,49.79,99.23
2127,90,59600.0,559,24.44,0.966,18,0.4733,1,55,107.24,165.3
2128,46,77500.0,724,17.07,0.787,19,0.6315,1,55,62.1,111.99
2129,62,92300.0,238,16.79,0.882,7,0.574,1,55,53.09,122.48
2130,73,97600.0,148,21.66,0.405,2,0.5784,0,95,24.88,26.09
2131,57,76500.0,158,17.01,0.57,3,0.4526,0,95,43.54,46.12
2132,90,70300.0,409,19.25,0.954,13,0.4924,1,55,69.86,116.57
2133,49,80500.0,98,15.86,0.612,2,0.4584,1,95,33.7,124.53
2134,61,42200.0,868,18.57,0.795,23,0.4625,1,55,60.84,104.28
2135,41,30000.0,815,21.41,0.626,17,0.3737,1,55,59.37,128.54
2136,49,73000.0,1100,21.48,0.873,32,0.7102,1,55,81.34,131.21
2137,59,44700.0,106,9.48,0.566,2,0.2616,0,95,21.9,23.5
2138,69,66400.0,669,15.39,0.897,20,0.5492,0,55,36.87,21.38
2139,60,68500.0,1100,21.38,0.682,25,0.6869,1,55,65.96,108.64
2140,76,74400.0,269,11.33,0.446,4,0.4741,0,55,13.76,11.26
2141,53,84300.0,300,16.48,1.1,11,0.5445,0,55,74.98,71.87
2142,49,81300.0,3,13.96,5.0,1,0.4341,0,95,278.22,280.67
2143,90,76100.0,1100,21.99,0.627,23,0.7256,1,55,73.1,148.21
2144,62,57100.0,236,29.38,0.381,3,0.3611,0,55,61.24,41.07
2145,43,64900.0,1100,13.43,0.818,30,0.6675,0,55,40.27,50.05
2146,43,50100.0,30,21.6,3.0,3,0.2691,0,95,248.44,253.42
2147,39,57700.0,521,15.84,0.633,11,0.4499,0,55,29.98,23.79
2148,71,120000.0,27,21.4,1.111,1,0.6719,1,75,97.27,167.94
2149,49,67600.0,195,27.96,1.077,7,0.4102,0,55,116.13,127.33
2150,57,74900.0,369,32.03,1.057,13,0.5082,1,55,126.53,180.91
2151,54,50000.0,449,19.56,0.735,11,0.3822,0,55,53.32,50.1
2152,67,88800.0,107,25.13,1.121,4,0.5122,1,95,116.29,200.81
2153,41,78200.0,217,22.04,1.106,8,0.4812,0,55,96.88,88.52
2154,37,77500.0,318,20.88,1.321,14,0.5084,1,55,106.47,149.31
2155,59,70300.0,302,22.25,0.397,4,0.4592,0,55,32.48,41.32
2156,65,88700.0,216,26.69,0.417,3,0.5454,1,55,43.22,90.38
2157,61,92900.0,40,32.25,0.75,1,0.5166,1,95,98.53,181.59
2158,41,68100.0,719,17.6,0.834,20,0.5748,1,55,60.96,117.71
2159,67,65000.0,39,20.39,0.769,1,0.3495,0,95,49.53,41.37
2160,42,81200.0,863,21.74,0.8,23,0.6906,1,55,70.9,141.37
2161,46,44200.0,1100,21.75,0.764,28,0.5468,1,55,63.57,118.98
2162,39,46700.0,72,29.01,0.833,2,0.263,0,95,88.55,90.6
2163,77,68300.0,251,25.54,0.837,7,0.4314,1,55,82.53,139.6
2164,66,30600.0,39,18.58,3.077,4,0.1873,0,95,237.93,243.64
2165,65,84400.0,496,27.2,0.544,9,0.6046,0,55,65.66,72.76
2166,76,49000.0,221,23.69,0.679,5,0.3125,0,55,65.12,65.41
2167,90,62100.0,649,31.39,0.601,13,0.5166,1,55,68.28,113.13
2168,26,54700.0,74,9.78,1.216,3,0.3034,0,95,36.69,35.16
2169,42,63200.0,122,22.48,0.492,2,0.363,0,95,36.71,37.3
2170,45,55800.0,575,5.46,0.939,18,0.455,1,55,20.61,59.28
2171,41,60800.0,36,23.88,0.833,1,0.3255,0,95,79.83,58.79
2172,37,60100.0,162,21.77,0.556,3,0.3569,1,95,43.21,126.08
2173,50,54600.0,294,15.46,0.714,7,0.3636,0,55,51.18,31.67
2174,34,44600.0,179,3.34,1.676,10,0.2791,1,95,25.47,115.6
2175,61,88900.0,465,23.26,0.452,7,0.6217,1,55,20.84,68.12
2176,56,30000.0,203,15.61,0.443,3,0.2178,0,55,28.53,29.42
2177,63,62300.0,218,19.03,0.826,6,0.3858,1,55,68.92,131.01
2178,64,57000.0,597,15.44,0.653,13,0.4691,0,55,41.95,44.84
2179,65,75800.0,1100,16.89,0.791,29,0.7241,1,55,58.09,117.44
2180,49,33300.0,15,14.74,2.0,1,0.1929,0,95,115.81,125.27
2181,90,61500.0,690,15.22,0.783,18,0.5257,0,55,47.15,43.89
2182,59,63700.0,510,23.6,0.765,13,0.4832,1,55,71.86,100.79
2183,23,81100.0,883,21.77,0.747,22,0.6954,1,55,66.52,104.08
2184,38,68600.0,82,11.67,0.366,1,0.3824,1,95,12.45,112.44
2185,25,34100.0,524,16.0,0.802,14,0.3148,1,55,60.07,117.03
2186,55,54800.0,204,20.29,0.147,1,0.3392,0,55,23.31,30.26
2187,53,83200.0,326,30.57,0.552,6,0.5458,1,55,63.25,146.68
2188,47,38200.0,77,20.37,1.169,3,0.2256,0,95,85.9,88.09
2189,89,70100.0,200,16.02,1.35,9,0.4267,1,55,75.75,129.79
2190,64,66600.0,763,27.12,1.022,26,0.5791,0,55,114.11,117.57
2191,67,59300.0,700,11.96,0.686,16,0.5153,0,55,37.52,25.62
2192,39,118400.0,214,27.9,0.421,3,0.713,1,35,50.26,92.81
2193,38,52900.0,710,21.71,0.803,19,0.4791,0,55,73.69,71.98
2194,56,74600.0,587,28.48,1.022,20,0.5737,1,55,111.88,183.71
2195,58,49500.0,316,26.87,1.139,12,0.3412,0,55,106.5,90.49
2196,23,69700.0,615,26.83,0.585,12,0.5526,0,55,58.8,58.85
2197,52,82700.0,772,21.72,0.738,19,0.674,0,55,77.35,71.07
2198,55,52700.0,16,20.8,5.0,3,0.2784,1,95,418.12,502.45
2199,51,63100.0,243,20.59,1.111,9,0.3979,1,55,94.9,156.12
2200,41,43400.0,96,12.96,1.25,4,0.2532,0,95,72.04,68.86
2201,46,39200.0,217,15.3,0.553,4,0.2622,0,55,27.12,40.43
2202,52,86200.0,304,31.92,0.888,9,0.5573,0,55,115.17,109.86
2203,57,53800.0,156,21.3,1.346,7,0.3205,0,95,118.78,114.85
2204,65,30000.0,666,24.8,0.631,14,0.3314,1,55,55.14,130.28
2205,73,105700.0,7,20.44,5.0,4,0.5842,1,75,411.71,473.2
2206,50,47200.0,691,15.17,0.868,20,0.4384,1,55,63.03,110.2
2207,47,58200.0,679,20.81,0.663,15,0.502,0,55,51.98,21.08
2208,62,100900.0,233,28.85,1.159,9,0.6232,1,35,119.97,150.5
2209,65,64000.0,141,19.02,1.277,6,0.3731,0,95,98.53,105.44
2210,48,60200.0,1100,23.03,0.818,30,0.6414,1,55,70.1,129.2
2211,68,41800.0,81,20.23,2.593,7,0.2423,0,95,211.27,212.72
2212,72,34100.0,31,8.18,0.968,1,0.1992,0,95,24.94,16.17
2213,77,65900.0,176,23.65,0.852,5,0.3944,0,95,81.09,79.18
2214,85,78600.0,202,27.16,0.149,1,0.479,0,55,26.01,22.03
2215,40,68400.0,603,21.74,0.896,18,0.541,1,55,77.69,132.64
2216,55,54900.0,142,9.04,1.479,7,0.3226,1,95,40.29,137.03
2217,55,65400.0,541,18.43,0.998,18,0.5033,0,55,76.58,73.07
2218,53,30000.0,75,16.69,0.4,1,0.1919,0,95,26.86,27.1
2219,44,72500.0,108,16.55,1.667,6,0.4131,1,95,112.06,206.08
2220,30,63400.0,170,24.1,1.235,7,0.3781,0,95,126.84,120.09
2221,57,106800.0,374,29.67,0.561,7,0.6951,0,35,62.38,63.17
2222,42,62600.0,386,20.06,1.01,13,0.4382,1,55,78.74,120.97
2223,56,45400.0,336,16.9,0.893,10,0.3243,1,55,52.13,108.95
2224,42,61300.0,264,20.16,0.227,2,0.3936,0,55,19.85,8.74
2225,36,54300.0,1086,18.12,0.801,29,0.6032,0,55,59.39,59.14
2226,59,74900.0,216,14.81,0.417,3,0.4607,0,55,22.63,27.28
2227,58,66200.0,15,17.78,2.0,1,0.3494,0,95,148.22,138.96
2228,65,40500.0,126,16.44,0.952,4,0.2468,0,95,54.31,64.64
2229,90,37600.0,172,22.73,0.698,4,0.2442,0,95,64.48,82.36
2230,60,71500.0,26,24.19,5.0,5,0.3828,0,95,488.61,482.11
2231,63,95600.0,384,31.7,0.781,10,0.6367,0,55,94.69,93.25
2232,37,63100.0,421,12.44,0.926,13,0.452,0,55,35.09,47.21
2233,33,77700.0,388,19.87,0.851,11,0.5313,1,55,54.07,91.09
2234,82,91700.0,312,34.12,1.058,11,0.5928,1,55,145.64,200.97
2235,39,67400.0,59,16.4,0.508,1,0.3688,0,95,46.88,43.86
2236,37,44300.0,345,12.83,0.783,9,0.3209,1,55,35.31,99.31
2237,54,68900.0,102,18.98,0.588,2,0.3901,1,95,48.25,140.8
2238,53,89900.0,1098,33.58,0.792,29,0.7874,1,55,86.98,146.5
2239,40,73100.0,115,17.61,1.043,4,0.4189,1,95,76.46,163.22
2240,50,79700.0,35,24.74,0.857,1,0.4342,1,95,76.1,180.62
2241,76,59500.0,237,20.89,0.633,5,0.3751,0,55,49.75,38.53
2242,41,58000.0,77,9.06,2.727,7,0.3216,0,95,99.46,108.17
2243,31,57700.0,1100,18.58,0.6,22,0.6271,1,55,31.31,87.07
2244,71,67100.0,575,17.3,0.887,17,0.5244,1,55,86.55,118.0
2245,63,91100.0,924,27.05,0.877,27,0.7544,0,55,90.05,90.68
2246,44,30000.0,742,23.2,0.809,20,0.3527,1,55,79.93,141.0
2247,28,60200.0,47,17.31,4.468,7,0.3253,0,95,321.31,309.01
2248,42,60700.0,240,17.38,1.125,9,0.383,0,55,80.56,72.09
2249,54,36000.0,18,27.99,3.333,2,0.2041,0,95,363.34,364.23
2250,75,83100.0,254,18.91,0.591,5,0.5229,0,55,45.52,40.41
2251,37,46200.0,639,10.21,0.798,17,0.4165,1,55,17.89,76.19
2252,54,57300.0,764,25.48,0.825,21,0.5229,0,55,81.44,79.34
2253,66,106000.0,95,25.65,0.632,2,0.6123,0,75,78.26,65.06
2254,18,78800.0,362,23.24,0.58,7,0.53,1,55,42.63,120.91
2255,73,80700.0,1,33.26,5.0,1,0.4299,0,95,658.61,655.21
2256,35,69000.0,171,13.34,0.877,5,0.4113,0,95,61.63,62.87
2257,61,62700.0,251,18.43,0.239,2,0.3979,0,55,16.23,33.95
2258,59,107800.0,567,19.99,0.688,13,0.7482,0,35,47.86,56.49
2259,73,85400.0,47,24.49,0.638,1,0.4726,1,95,65.61,166.09
2260,64,51100.0,300,14.9,1.0,10,0.3456,0,55,55.85,66.43
2261,18,30000.0,1,8.64,5.0,3,0.178,0,95,151.07,156.59
2262,42,74300.0,570,24.81,0.737,14,0.5667,1,55,62.26,122.77
2263,57,64200.0,542,19.68,1.052,19,0.4963,1,55,99.27,159.94
2264,52,34400.0,117,8.9,1.795,7,0.218,1,95,66.53,159.84
2265,63,75600.0,319,15.39,0.846,9,0.497,1,55,63.79,129.54
2266,68,62000.0,678,20.34,0.752,17,0.525,0,55,52.95,59.69
2267,65,78100.0,160,13.36,0.562,3,0.463,0,95,29.59,6.6
2268,51,73500.0,108,22.16,1.111,4,0.4191,1,95,97.13,200.64
2269,24,46000.0,207,23.6,0.725,5,0.2932,1,55,64.06,111.13
2270,47,76700.0,698,24.84,0.817,19,0.6194,0,55,82.86,85.29
2271,62,55900.0,1081,15.27,0.805,29,0.6111,1,55,40.25,78.53
2272,36,52100.0,1100,19.19,0.736,27,0.5944,1,55,66.17,115.34
2273,66,56000.0,7,12.14,5.0,3,0.2926,0,95,246.54,242.89
2274,70,91800.0,62,24.45,0.484,1,0.5166,1,95,45.94,146.31
2275,57,59500.0,211,17.29,0.711,5,0.3676,0,55,50.24,44.36
2276,18,86400.0,339,17.76,0.531,6,0.5692,0,55,35.3,13.64
2277,33,98100.0,115,27.83,0.522,2,0.5714,1,95,44.32,134.42
2278,87,55900.0,437,8.5,1.167,17,0.4134,0,55,31.75,27.95
2279,46,30000.0,140,8.57,0.214,1,0.2048,0,95,5.9,12.23
2280,21,80100.0,313,16.69,0.863,9,0.5228,0,55,54.79,56.27
2281,76,62000.0,20,16.78,1.5,1,0.3276,0,95,105.86,98.19
2282,55,46800.0,406,23.52,0.296,4,0.3515,0,55,32.33,35.1
2283,74,56400.0,373,22.23,0.885,11,0.3972,1,55,74.22,147.55
2284,60,57300.0,343,19.12,0.612,7,0.3936,0,55,39.15,50.85
2285,63,93800.0,549,24.36,0.82,15,0.6731,1,55,85.94,121.84
2286,61,69600.0,149,20.38,1.409,7,0.4082,1,95,116.38,236.13
2287,67,94400.0,275,31.02,0.873,8,0.5977,1,55,103.35,170.19
2288,90,82400.0,341,13.28,0.88,10,0.5455,0,55,37.61,53.46
2289,72,61900.0,1100,23.14,0.682,25,0.6509,0,55,57.72,42.52
2290,28,51400.0,439,15.17,0.888,13,0.3874,0,55,57.02,52.88
2291,63,78400.0,542,24.27,0.72,13,0.5828,1,55,83.39,144.28
2292,74,86000.0,176,25.44,0.17,1,0.5164,1,95,15.6,99.39
2293,75,89900.0,359,27.15,0.919,11,0.5962,1,55,93.14,153.42
2294,48,58100.0,315,26.63,1.048,11,0.3899,0,55,128.89,145.22
2295,75,72700.0,766,14.05,0.94,24,0.6161,1,55,49.85,101.52
2296,71,80500.0,126,27.1,2.381,10,0.4671,0,95,251.75,268.78
2297,90,63900.0,169,19.27,1.243,7,0.3807,1,95,92.55,194.58
2298,42,38600.0,27,13.49,2.222,2,0.2166,0,95,116.24,97.66
2299,46,46300.0,238,27.11,1.134,9,0.3029,1,55,133.14,179.45
2300,50,58900.0,1100,22.34,0.682,25,0.634,1,55,47.55,113.64
2301,47,77300.0,560,19.51,0.482,9,0.5817,1,55,42.37,87.05
2302,40,88400.0,219,28.05,0.548,4,0.5445,1,55,61.4,127.19
2303,18,30000.0,23,14.27,5.0,4,0.1821,0,95,280.95,287.06
2304,48,51100.0,110,15.5,0.273,1,0.2942,0,95,14.24,17.36
2305,61,58700.0,127,15.77,1.181,5,0.3392,0,95,72.49,66.72
2306,47,80100.0,952,23.54,0.819,26,0.7082,1,55,77.82,135.83
2307,88,60500.0,9,16.01,3.333,1,0.3166,0,95,209.83,226.66
2308,55,56000.0,274,19.18,0.328,3,0.3658,0,55,24.64,20.74
2309,77,39700.0,80,20.39,1.125,3,0.2328,0,95,85.54,91.64
2310,59,76000.0,90,21.95,0.333,1,0.4287,0,95,46.69,66.76
2311,69,64400.0,1100,29.54,0.9,33,0.6648,0,55,114.42,117.04
2312,60,52300.0,101,17.91,1.782,6,0.298,1,95,131.57,221.66
2313,78,64200.0,705,26.38,0.681,16,0.5469,1,55,68.31,118.29
2314,56,88900.0,977,28.22,0.921,30,0.7566,1,55,110.53,144.7
2315,63,45500.0,319,24.45,0.846,9,0.3203,1,55,85.13,128.02
2316,61,48500.0,1100,27.14,0.6,22,0.5728,0,55,66.09,69.47
2317,50,90300.0,226,14.74,0.664,5,0.5582,0,55,34.89,44.58
2318,62,68000.0,161,21.53,1.677,9,0.4023,0,95,146.62,142.36
2319,90,86100.0,113,22.36,0.265,1,0.4975,1,95,37.17,141.74
2320,50,72400.0,189,21.42,0.794,5,0.4372,0,55,68.68,77.62
2321,62,65700.0,388,17.87,0.464,6,0.4577,0,55,31.06,23.35
2322,76,61900.0,453,16.57,0.53,8,0.4546,0,55,35.92,29.96
2323,74,86300.0,215,17.45,0.419,3,0.5304,0,55,29.6,16.14
2324,55,89400.0,897,23.9,0.635,19,0.7402,1,55,56.33,118.77
2325,18,80400.0,10,26.73,3.0,1,0.4308,1,95,314.83,409.87
2326,64,41900.0,462,13.82,1.104,17,0.34,0,55,67.38,76.25
2327,18,85000.0,537,21.11,0.726,13,0.6202,0,55,70.95,70.35
2328,80,62500.0,764,15.88,0.825,21,0.5547,1,55,70.53,116.12
2329,58,49700.0,483,12.48,0.932,15,0.3905,1,55,50.19,112.99
2330,72,64800.0,709,18.54,0.592,14,0.5517,0,55,44.84,25.02
2331,40,79500.0,113,23.64,0.265,1,0.457,0,95,32.27,28.9
2332,29,71100.0,220,26.95,1.091,8,0.4388,1,55,110.35,157.6
2333,59,60400.0,342,13.1,0.614,7,0.4116,0,55,37.31,52.57
2334,54,82400.0,267,22.21,1.011,9,0.5226,1,55,98.13,170.63
2335,47,66300.0,85,25.84,2.471,7,0.37,0,95,263.6,267.83
2336,56,53200.0,357,12.09,0.42,5,0.3738,1,55,33.65,82.86
2337,90,57100.0,1100,24.9,0.709,26,0.6236,0,55,65.83,83.04
2338,69,76400.0,321,19.27,0.654,7,0.5025,0,55,46.47,39.49
2339,73,66900.0,86,23.59,0.349,1,0.3738,0,95,31.21,17.37
2340,69,38900.0,188,14.74,0.479,3,0.2539,0,55,19.32,0.0
2341,80,87800.0,265,25.46,0.566,5,0.555,1,55,61.95,117.97
2342,52,54300.0,45,26.19,0.667,1,0.2938,0,95,75.28,58.13
2343,20,91400.0,97,23.1,0.928,3,0.5251,1,95,90.24,199.43
2344,52,34900.0,724,20.22,0.87,21,0.3754,0,55,71.56,65.76
2345,69,64000.0,127,20.97,0.709,3,0.369,1,95,67.52,149.65
2346,39,47100.0,1100,13.13,0.845,31,0.5644,0,55,48.98,60.14
