customer_id,age,income,tenure_days,avg_spend,purchase_frequency,total_transactions,true_propensity,treatment,true_uplift,baseline_spend,outcome,predicted_cate
882,71,66700.0,34,27.95,0.882,1,0.3576,0,95,97.36,91.53,95.27230644669243
883,36,39900.0,1100,17.46,0.764,28,0.5205,1,55,44.88,86.89,54.615293734587425
884,35,94000.0,162,11.71,0.556,3,0.561,0,95,11.3,20.08,95.16751527973906
885,36,71600.0,914,30.49,0.886,27,0.6525,0,55,103.42,85.13,53.698733951255456
886,60,103700.0,814,21.35,0.737,20,0.7851,1,35,59.54,99.08,48.15194923048025
887,76,65800.0,264,20.68,0.227,2,0.4203,1,55,22.19,72.72,55.493911382933945
888,48,52100.0,335,18.32,0.896,10,0.3612,1,55,70.9,141.91,54.41976274437073
889,18,94500.0,221,25.38,1.493,11,0.582,0,55,150.59,155.16,54.084465857713
890,26,47100.0,11,17.31,5.0,4,0.2504,0,95,338.27,349.01,93.42177884825047
891,41,58500.0,711,19.1,0.591,14,0.5138,0,55,39.89,29.05,55.58872448171805
892,46,78300.0,338,15.14,0.71,8,0.5195,0,55,55.73,38.79,53.839917199572696
893,48,37600.0,222,28.57,0.676,5,0.2558,0,55,82.29,78.66,54.137670094444985
894,56,80100.0,98,25.27,0.612,2,0.456,0,95,73.24,79.36,94.06221353717734
895,50,76300.0,133,21.7,0.902,4,0.4437,0,95,92.51,93.22,94.50594932087601
896,73,95300.0,64,33.5,0.469,1,0.5387,1,95,57.59,164.09,94.71541434905906
897,44,81500.0,739,16.87,0.65,16,0.6583,1,55,50.42,110.89,55.03930193812683
898,40,89300.0,11,27.74,5.0,3,0.4854,1,95,547.58,632.09,96.88678423171804
899,63,64300.0,28,16.87,1.071,1,0.3425,1,95,80.54,180.18,96.63475272903973
900,29,41700.0,67,18.27,0.448,1,0.2387,0,95,39.36,41.08,94.32519798401535
901,62,110700.0,285,28.73,0.421,4,0.6919,1,35,31.47,79.18,45.65388385354022
902,57,33300.0,283,3.31,0.954,9,0.2502,0,55,15.85,6.59,55.326745856276105
903,52,34400.0,294,8.0,0.816,8,0.2579,1,55,19.26,67.63,54.63051390690006
904,82,82300.0,20,30.28,4.5,3,0.4454,1,95,542.32,641.29,94.43637726533959
905,44,96900.0,197,23.27,0.457,3,0.5891,0,55,37.26,51.4,50.7342130114854
906,90,76000.0,1100,31.41,0.655,24,0.7251,0,55,89.56,87.56,54.435114567589544
907,51,85200.0,153,29.33,0.392,2,0.5044,1,95,40.52,141.49,94.98416861480493
908,33,30000.0,321,13.4,0.654,7,0.2439,0,55,24.82,25.17,54.22958963993135
909,56,54700.0,254,16.66,0.827,7,0.3527,1,55,48.65,103.23,54.42179397547176
910,37,30000.0,794,22.74,0.567,15,0.3676,1,55,49.86,116.38,54.70267348864
911,42,78800.0,475,32.34,0.821,13,0.5649,0,55,109.49,110.59,53.39235563840093
912,62,33900.0,114,13.65,0.263,1,0.2153,0,95,23.93,19.5,94.25803779627451
913,64,40000.0,222,23.69,0.541,4,0.2672,0,55,55.37,50.36,53.48395118162055
914,44,73600.0,1,26.19,5.0,4,0.3877,0,95,528.47,525.4,94.21354525159785
915,72,90700.0,146,29.62,0.205,1,0.536,0,95,30.2,23.28,94.7716414211819
916,75,65700.0,889,20.36,0.776,23,0.6116,1,55,69.74,122.36,54.49908313068021
917,79,81800.0,696,18.91,0.776,18,0.6479,1,55,66.96,122.55,55.0430281993857
918,64,78100.0,100,16.44,0.3,1,0.4444,1,95,39.77,137.64,94.62627880547858
919,78,65100.0,1,13.24,5.0,1,0.3393,0,95,271.21,261.35,93.4037427029776
920,23,35600.0,214,24.89,1.262,9,0.2447,0,55,127.94,123.73,54.59360401629007
921,50,75900.0,36,21.44,5.0,7,0.4117,1,95,425.08,516.36,93.44147875370221
922,40,74900.0,647,15.51,0.881,19,0.5936,0,55,57.14,49.5,53.765017986806114
923,57,84200.0,104,27.64,2.308,8,0.483,1,95,264.4,353.61,94.0207987867299
924,45,69600.0,233,18.05,0.515,4,0.4337,0,55,27.44,36.44,53.88650454392624
925,52,39900.0,99,12.73,0.303,1,0.2379,1,95,25.5,134.14,94.32003717637306
926,87,85900.0,314,33.23,0.764,8,0.5585,0,55,98.14,95.01,53.89996559479596
927,52,64400.0,642,13.01,0.841,18,0.5286,0,55,41.91,34.8,54.54598119534624
928,62,56300.0,157,19.62,0.191,1,0.3344,1,95,19.16,113.35,94.16205899114298
929,51,58000.0,93,15.75,0.323,1,0.326,0,95,16.14,16.98,95.07641965474565
930,56,50700.0,43,13.85,0.698,1,0.2752,0,95,42.34,49.26,94.85290594926312
931,55,83700.0,100,15.24,1.2,4,0.4787,0,95,63.93,59.97,94.72653154116476
932,63,36800.0,1079,15.82,0.778,28,0.4949,1,55,56.24,105.82,54.63375087693873
933,75,48100.0,39,12.85,0.769,1,0.2617,0,95,41.09,65.61,94.75205368834231
934,83,63700.0,179,22.51,0.838,5,0.3825,0,95,75.42,62.49,85.8608277726142
935,60,99900.0,6,24.75,5.0,1,0.5489,0,95,497.2,506.21,92.96364887125435
936,65,89100.0,528,21.8,0.682,12,0.6411,0,55,59.31,74.21,54.465231710575694
937,35,30000.0,81,10.16,0.37,1,0.1931,0,95,18.57,16.03,96.73122735148088
938,54,93200.0,619,31.13,0.727,15,0.6888,1,55,88.87,148.27,53.754423607198966
939,71,96500.0,304,28.15,0.493,5,0.6186,0,55,53.18,36.42,51.18452364924973
940,70,43300.0,425,13.09,0.918,13,0.3374,1,55,33.92,89.17,54.9340929089304
941,59,30000.0,570,7.7,0.737,14,0.3055,0,55,33.62,45.21,54.941087810167
942,70,66500.0,439,10.54,0.683,10,0.4784,0,55,19.49,20.7,54.68067579678827
943,63,90200.0,811,29.22,0.962,26,0.723,0,55,125.36,125.74,53.108306076711564
944,75,102400.0,120,29.91,1.0,4,0.5986,1,75,117.7,210.04,94.85674617343697
945,60,47700.0,1005,22.39,0.716,24,0.5388,0,55,73.87,82.06,54.46264686910042
946,49,100600.0,587,24.49,0.664,13,0.7184,1,35,73.38,115.47,45.921272854071674
947,61,30000.0,128,18.53,0.234,1,0.2023,0,95,25.04,16.94,94.49098375270879
948,18,49900.0,463,22.62,0.713,11,0.3858,0,55,64.88,40.43,53.796585880363786
949,62,57600.0,583,18.29,0.772,15,0.4685,1,55,46.92,105.65,55.029180540764685
950,18,81800.0,281,20.48,0.107,1,0.5233,0,55,7.31,7.36,55.25590351741352
951,26,86500.0,264,18.09,0.341,3,0.5468,0,55,22.16,29.78,54.60615334658153
952,63,86600.0,140,25.12,0.429,2,0.5089,1,95,42.29,138.54,93.45810261174265
953,63,38200.0,19,18.53,1.579,1,0.2132,1,95,107.21,202.66,95.32325659430506
954,35,79100.0,434,19.83,0.76,11,0.5541,1,55,57.99,113.3,53.208133199908055
955,43,73300.0,70,19.55,0.857,2,0.4065,0,95,43.64,32.54,96.12904805273024
956,78,34500.0,1100,14.09,0.736,27,0.4873,1,55,39.08,75.63,54.816243617302135
957,47,30000.0,1100,18.46,0.791,29,0.4597,0,55,59.41,50.56,54.50434884982971
958,90,93800.0,401,17.2,0.599,8,0.6313,1,55,34.96,78.93,53.94736997458258
959,55,61200.0,481,13.65,0.748,12,0.4589,0,55,38.68,38.22,54.43122974026077
960,62,39400.0,241,10.48,0.373,3,0.269,0,55,16.94,0.61,54.84443072347825
961,82,66000.0,48,19.16,1.25,2,0.3577,1,95,103.9,194.14,96.39787977228204
962,57,73000.0,946,22.53,0.761,24,0.6692,0,55,77.02,96.31,54.10324342720784
963,38,59900.0,84,13.64,0.357,1,0.3338,0,95,21.92,21.18,95.24774608371892
964,53,32000.0,1,19.35,5.0,1,0.1853,0,95,386.76,387.25,93.65374326790491
965,54,104400.0,1041,32.97,0.749,26,0.8314,1,35,101.62,136.77,50.95658983010699
966,32,81500.0,823,24.29,0.765,21,0.6815,0,55,88.73,90.85,52.84827501595559
967,51,57200.0,23,24.19,2.609,2,0.303,0,95,256.46,251.19,86.15648268398247
968,42,56200.0,646,13.85,0.65,14,0.4794,0,55,38.1,36.44,54.98716642439341
969,71,75700.0,469,16.9,0.896,14,0.5442,1,55,69.15,118.73,54.18758138539876
970,56,41500.0,639,18.8,0.845,18,0.3887,0,55,63.93,49.0,54.532754519970496
971,50,70800.0,130,20.43,0.231,1,0.4097,1,95,12.05,118.78,95.50633763628183
972,53,36700.0,315,11.04,0.381,4,0.2741,0,55,20.5,11.68,54.85384009529318
973,59,64300.0,569,26.77,0.633,12,0.5053,0,55,69.14,85.15,54.53750426256273
974,65,42500.0,117,17.87,0.256,1,0.2539,0,95,16.55,8.9,94.14773087483735
975,38,38100.0,344,19.23,0.785,9,0.2883,0,55,64.73,51.15,54.20092596284831
976,37,96000.0,350,21.03,1.029,12,0.6291,0,55,72.06,91.42,53.41880125339836
977,74,70000.0,630,28.9,0.952,20,0.5591,0,55,105.73,90.93,54.78901519129318
978,48,68000.0,109,19.42,0.275,1,0.3869,0,95,14.33,0.0,95.59607574072956
979,31,30000.0,1100,19.6,0.818,30,0.4597,1,55,57.93,98.47,54.40957363272012
980,63,54100.0,3,15.2,5.0,1,0.282,1,95,302.77,396.39,93.28449118039651
981,63,76300.0,23,22.29,1.304,1,0.4102,1,95,108.98,190.61,95.21832472508824
982,29,63900.0,157,22.37,0.573,3,0.3772,1,95,64.69,154.06,95.29065682116614
983,59,30000.0,174,24.48,0.517,3,0.2117,0,95,54.24,33.9,94.26998798732383
984,68,71900.0,88,18.59,2.045,6,0.4036,0,95,145.71,156.59,95.93824129404098
985,61,73900.0,1100,22.1,0.682,25,0.7147,1,55,46.37,105.56,54.606025903567264
986,66,94200.0,48,27.09,1.875,3,0.527,1,95,198.51,280.85,93.91197677301089
987,31,46400.0,646,9.89,0.743,16,0.4199,0,55,26.76,3.6,54.395640764739525
988,61,30000.0,420,3.63,0.429,6,0.2673,0,55,1.15,0.0,54.602729499632424
989,50,43100.0,74,11.49,0.405,1,0.2466,0,95,38.95,45.46,95.92438897952984
990,47,40400.0,150,20.9,1.6,8,0.2519,0,95,120.53,131.29,95.0594891587238
991,70,83500.0,21,31.11,1.429,1,0.453,1,95,178.23,270.88,94.80159294921556
992,80,30000.0,90,9.89,1.667,5,0.1948,1,95,64.91,154.89,96.9323174890038
993,86,61800.0,640,13.19,0.891,19,0.512,1,55,45.02,94.23,55.19364443734887
994,77,99300.0,518,32.57,0.695,12,0.694,1,55,75.03,133.07,48.36562485609937
995,53,64800.0,20,16.89,1.5,1,0.343,0,95,101.0,109.81,96.69096717013379
996,61,85000.0,477,20.89,0.503,8,0.6025,0,55,43.47,42.04,53.80050734525566
997,68,33100.0,13,22.26,5.0,5,0.1918,0,95,450.88,447.14,93.63061805106926
998,57,31800.0,45,21.24,1.333,2,0.193,0,95,117.12,124.92,95.22351825234243
999,57,95600.0,25,29.01,1.2,1,0.5285,0,95,148.99,163.94,94.78076287661904
1000,69,69900.0,245,11.93,1.102,9,0.4392,1,55,36.22,88.35,54.86250165697739
1001,54,67000.0,36,13.76,0.833,1,0.3599,1,95,43.97,139.82,96.2945406793136
1002,43,39100.0,64,21.47,0.469,1,0.2266,0,95,60.31,52.8,94.51755001257573
1003,48,65700.0,293,21.44,0.819,8,0.4285,0,55,78.72,79.52,54.041416585674064
1004,66,43100.0,520,12.58,1.212,21,0.3632,0,55,49.36,40.09,55.064949773743585
1005,55,89900.0,359,21.76,0.919,11,0.5962,0,55,80.69,94.91,53.97838344702782
1006,61,120000.0,74,33.55,0.405,1,0.6847,1,75,45.97,129.83,94.84222903537703
1007,66,77400.0,1100,29.25,0.764,28,0.7319,1,55,85.94,158.31,54.29287186352293
1008,49,50500.0,68,17.55,1.765,4,0.2805,1,95,139.9,229.3,95.40630078534251
1009,68,30000.0,192,11.07,1.406,9,0.2155,0,55,69.93,90.63,54.679560232586084
1010,61,30800.0,89,13.24,0.337,1,0.1977,0,95,5.69,8.13,94.42708364457735
1011,34,93500.0,109,30.74,0.55,2,0.5416,1,95,61.51,155.17,94.84027920752412
1012,80,48400.0,280,23.88,0.536,5,0.3252,0,55,51.21,63.79,53.87544176042944
1013,46,55400.0,1063,19.28,0.818,29,0.6028,1,55,60.97,105.76,54.48899791673531
1014,27,73200.0,1068,18.33,0.843,30,0.7029,0,55,64.31,64.65,54.68634578312196
1015,37,92500.0,230,29.29,0.13,1,0.5727,1,55,9.04,62.47,54.51235096342225
1016,38,57400.0,113,26.72,0.531,2,0.3282,0,95,53.82,58.0,94.58345503049088
1017,56,56700.0,155,11.24,0.194,1,0.336,1,95,2.43,93.0,96.91187185799149
1018,50,65500.0,374,18.66,0.802,10,0.4521,0,55,56.92,51.53,54.13204052367795
1019,49,50600.0,27,23.37,1.111,1,0.2708,0,95,109.49,105.68,95.18331483565213
1020,66,55100.0,831,18.63,0.614,17,0.5302,1,55,48.13,100.22,55.31669499425774
1021,61,74800.0,20,18.78,5.0,4,0.4004,1,95,369.99,465.78,93.31565631310532
1022,60,69900.0,420,21.41,0.714,10,0.4934,1,55,70.21,138.09,53.91154923014355
1023,62,111200.0,1100,28.53,0.736,27,0.8625,1,35,92.5,105.94,51.00885918344396
1024,65,76200.0,142,15.8,1.056,5,0.4458,1,95,66.73,169.39,94.73880293209437
1025,19,82000.0,584,22.75,0.925,18,0.6166,1,55,82.11,132.39,53.89690100916269
1026,49,41300.0,566,18.03,0.689,13,0.3662,0,55,63.79,62.0,55.136785640257486
1027,18,68600.0,239,17.84,0.628,5,0.4295,0,55,57.67,46.8,53.975911628205004
1028,56,50000.0,34,13.6,0.882,1,0.2696,1,95,35.86,131.32,94.92791472197518
1029,55,73300.0,232,18.31,1.164,9,0.4559,1,55,94.81,145.89,54.86647891594912
1030,73,83100.0,207,17.61,0.725,5,0.5083,0,55,64.86,62.61,53.89079548033654
1031,75,70000.0,248,24.75,0.605,5,0.4407,0,55,65.15,70.98,53.41201037196343
1032,58,116200.0,961,22.51,0.78,25,0.8564,1,35,66.5,107.85,50.57949258386617
1033,46,93200.0,77,24.93,2.727,7,0.5299,1,95,269.17,378.37,85.90506309350936
1034,63,91300.0,487,21.82,0.739,12,0.6418,1,55,78.18,127.26,53.90714726724277
1035,46,79300.0,304,18.36,0.691,7,0.5151,0,55,57.43,64.25,54.20305847019171
1036,55,102000.0,234,32.16,1.538,12,0.6299,0,35,202.23,208.56,46.50326265260059
1037,72,38200.0,1100,15.08,0.845,31,0.51,0,55,69.63,70.51,54.527815429249095
1038,46,92000.0,648,20.45,0.926,20,0.6902,0,55,67.69,84.54,54.283022673860685
1039,69,47000.0,1100,13.22,0.709,26,0.5638,0,55,36.77,30.38,54.99693847484031
1040,67,55500.0,865,20.02,0.694,20,0.5432,1,55,57.1,113.6,54.93729808802813
1041,39,73600.0,398,25.17,0.302,4,0.5093,0,55,28.71,31.76,54.61366552835368
1042,72,94300.0,291,30.5,1.031,10,0.6018,1,55,111.06,154.08,54.157267061720766
1043,67,43200.0,1100,15.64,0.764,28,0.5407,1,55,55.83,123.48,54.721299126241895
1044,57,54600.0,230,17.05,0.13,1,0.3454,0,55,2.86,1.79,55.41330077955337
1045,42,64400.0,540,20.31,0.944,17,0.4969,1,55,70.54,129.91,55.07887612221812
1046,40,58100.0,505,19.55,0.713,12,0.4474,0,55,52.88,68.68,54.69886409129663
1047,46,81100.0,92,18.3,0.652,2,0.4603,1,95,45.88,143.03,94.64800881041698
1048,64,120000.0,59,35.31,0.508,1,0.6806,1,75,70.78,146.18,94.74801251261577
1049,39,70600.0,145,20.7,1.034,5,0.413,0,95,93.32,93.99,95.95354583074783
1050,62,51000.0,642,20.32,0.841,18,0.4464,1,55,77.71,122.66,54.49733328183273
1051,34,33600.0,974,17.16,0.739,24,0.4428,1,55,48.65,99.84,54.575030631169476
1052,52,57600.0,5,20.66,5.0,1,0.3003,0,95,408.41,406.9,93.20126129185789
1053,57,45700.0,369,11.83,1.382,17,0.3351,0,55,64.37,65.35,54.51383760835612
1054,90,81800.0,372,22.24,0.484,6,0.5514,0,55,35.91,49.69,54.2159360182752
1055,32,69900.0,881,31.89,0.681,20,0.6335,1,55,86.64,150.93,53.957152787779
1056,80,60300.0,288,26.98,0.938,9,0.3948,0,55,93.66,87.78,55.12407164035856
1057,58,107300.0,1100,26.88,0.655,24,0.8507,0,35,87.44,87.21,51.06126875469168
1058,62,51000.0,303,15.82,0.396,4,0.3459,0,55,26.08,40.09,54.55695273120361
1059,57,62900.0,1100,8.35,0.845,31,0.6565,1,55,23.92,61.68,54.86642829883272
1060,63,80000.0,28,19.51,3.214,3,0.4339,0,95,256.47,254.19,86.07349360600601
1061,52,83100.0,257,22.07,0.934,8,0.5238,1,55,72.6,114.54,54.56680638301036
1062,80,96800.0,221,22.93,0.814,6,0.5957,1,55,68.97,148.4,51.224728822442934
1063,47,72400.0,330,19.62,0.545,6,0.4807,0,55,46.16,53.88,54.135181637953984
1064,74,90900.0,466,26.75,0.708,11,0.6335,0,55,76.84,71.88,54.174667079119914
1065,44,48800.0,86,12.32,0.698,2,0.2766,1,95,42.79,137.43,94.38527060507954
1066,54,84100.0,27,23.98,3.333,3,0.4585,0,95,297.86,289.65,85.88007799227047
1067,37,80400.0,73,21.51,1.233,3,0.4501,1,95,112.63,227.55,95.2119341400917
1068,63,98400.0,265,20.35,0.453,4,0.6181,1,55,32.53,64.6,49.29894109724665
1069,80,35000.0,105,23.62,1.429,5,0.218,0,95,125.65,128.92,95.19379002288271
1070,54,45700.0,747,20.59,0.562,14,0.4465,1,55,32.5,86.79,55.07780469747368
1071,52,81700.0,144,18.32,0.625,3,0.4801,1,95,41.35,126.07,94.0825832332778
1072,36,30000.0,442,17.09,0.543,8,0.2727,1,55,49.84,102.33,54.73138958499475
1073,51,74500.0,650,14.23,0.646,14,0.5922,0,55,44.52,28.32,54.81270690427483
1074,28,81900.0,229,18.97,1.572,12,0.5077,0,55,132.36,148.06,54.79473309080345
1075,39,49700.0,183,24.09,0.164,1,0.3061,0,55,14.89,15.15,55.072060658745414
1076,59,56800.0,15,20.28,2.0,1,0.2988,0,95,163.09,172.24,95.98709228279537
1077,77,46800.0,744,18.38,0.806,20,0.4523,0,55,46.62,41.78,55.5369226574497
1078,90,61000.0,190,24.08,0.474,3,0.3701,1,55,33.02,101.47,53.57773801731882
1079,45,52700.0,272,20.96,0.772,7,0.3466,0,55,63.55,63.9,54.29286318111491
1080,79,55500.0,89,16.99,2.36,7,0.3116,0,95,149.38,160.11,92.02230668376026
1081,59,50300.0,486,22.23,0.864,14,0.3949,1,55,69.97,130.64,53.956013838052996
1082,52,58700.0,142,10.36,0.423,2,0.3434,0,95,17.88,17.54,97.12439945017019
1083,62,60500.0,488,15.74,0.738,12,0.4568,0,55,56.64,66.64,54.758432001607154
1084,56,104600.0,1,25.21,5.0,2,0.5758,1,75,504.28,621.13,93.3793907998007
1085,57,57100.0,328,21.3,0.915,10,0.3879,1,55,67.08,110.76,54.3040017451406
1086,48,70800.0,903,19.0,0.764,23,0.6449,0,55,43.49,42.28,53.93697746811702
1087,31,48100.0,242,8.29,0.868,7,0.3134,1,55,29.74,71.81,54.5828861076236
1088,29,47400.0,573,7.49,0.785,15,0.4038,0,55,18.49,22.63,54.34021614940086
1089,66,31400.0,379,14.37,0.712,9,0.2641,0,55,41.86,44.11,54.54367676115146
1090,50,31000.0,204,12.26,0.441,3,0.2223,0,55,19.99,39.42,54.32216036304474
1091,45,37700.0,363,11.11,0.909,11,0.2912,1,55,39.83,92.27,54.545571871006416
1092,55,68900.0,444,14.95,0.811,12,0.4947,1,55,58.11,122.63,53.91289544210091
1093,69,90400.0,820,24.23,0.512,14,0.7263,0,55,58.05,37.26,54.2973894042227
1094,58,30000.0,213,21.01,0.423,3,0.22,0,55,38.5,40.02,53.893272473330036
1095,44,51300.0,380,18.36,0.632,8,0.3696,0,55,39.25,30.55,54.21317070466053
1096,76,40500.0,57,22.65,0.526,1,0.2312,0,95,43.25,49.17,94.61425723624758
1097,82,64900.0,339,17.87,1.062,12,0.4377,1,55,82.02,148.53,55.29390323359971
1098,63,89200.0,1100,25.6,1.009,37,0.785,1,55,113.73,162.73,53.3905811735597
1099,72,59000.0,376,25.61,0.16,2,0.4135,1,55,6.2,66.61,55.626758215424296
1100,76,68200.0,40,19.44,1.5,2,0.3679,0,95,128.86,125.29,96.4591124490394
1101,74,99400.0,100,25.04,0.9,3,0.5747,0,95,83.91,84.38,93.41421356694843
1102,65,76600.0,446,19.62,0.74,11,0.5426,0,55,63.43,67.54,53.78748061132473
1103,65,51000.0,146,20.61,1.027,5,0.3031,0,95,107.07,97.03,94.53446309038387
1104,64,70100.0,103,25.03,0.874,3,0.3974,1,95,74.79,159.8,95.93012579330136
1105,36,43800.0,477,18.33,0.692,11,0.3549,0,55,54.78,63.45,54.421079087202
1106,67,76200.0,481,20.28,0.748,12,0.5509,1,55,58.17,106.39,54.243999034823496
1107,32,71200.0,1100,13.18,0.791,29,0.701,0,55,45.28,58.08,55.00745469095314
1108,41,33500.0,70,14.78,1.286,3,0.2046,1,95,71.08,148.33,94.69730362941216
1109,77,73100.0,296,20.01,0.811,8,0.4745,0,55,45.08,54.43,54.722898830006564
1110,69,65300.0,86,20.97,0.349,1,0.3646,1,95,23.24,118.33,95.85895753614523
1111,80,81400.0,393,22.79,1.374,18,0.5555,1,55,128.03,182.09,54.866974358698876
1112,50,81500.0,253,30.09,0.83,7,0.5127,0,55,110.69,112.17,53.694943784027515
1113,35,71000.0,177,17.17,1.186,7,0.4251,0,95,84.7,70.24,94.99183221033167
1114,51,57800.0,506,10.79,0.652,11,0.4459,0,55,39.92,51.14,54.887535592253485
1115,57,85000.0,565,17.04,0.796,15,0.6284,1,55,50.31,101.0,54.35792460283858
1116,56,46900.0,110,13.87,0.818,3,0.2732,1,95,40.78,127.44,93.89763230029433
1117,74,41100.0,117,21.58,0.256,1,0.2474,1,95,24.84,141.49,94.32828459626245
1118,49,30000.0,91,8.01,0.33,1,0.195,0,95,7.57,4.08,96.58751141775238
1119,61,64700.0,183,13.89,0.328,2,0.3895,0,55,27.2,18.57,54.99383672149086
1120,38,44300.0,598,18.71,0.652,13,0.393,0,55,37.55,45.68,55.01452859907654
1121,63,75000.0,76,25.5,0.395,1,0.4184,0,95,47.19,49.83,94.67471573809416
1122,55,30000.0,9,6.75,3.333,1,0.1795,0,95,99.66,109.75,92.0423550526492
1123,42,48800.0,1100,8.46,0.873,32,0.5746,0,55,32.46,33.3,54.55114226289216
1124,51,74100.0,203,17.18,0.739,5,0.4518,0,55,58.09,67.64,53.91186250093937
1125,52,42800.0,1,19.71,5.0,1,0.2288,0,95,389.01,409.53,93.48854181697405
1126,50,72600.0,790,21.61,0.646,17,0.6226,0,55,49.19,41.61,54.39138854435347
1127,85,59300.0,50,15.15,0.6,1,0.3213,0,95,39.18,34.59,95.49236747546226
1128,53,63900.0,715,23.28,0.587,14,0.5481,1,55,48.88,87.86,54.98713183217373
1129,51,76700.0,334,22.13,0.808,9,0.5084,0,55,73.93,77.73,53.53730307194486
1130,19,77800.0,391,21.13,1.074,14,0.5329,0,55,93.19,94.44,54.10791534630553
1131,40,63900.0,769,11.51,0.663,17,0.5647,1,55,29.99,97.61,55.03980493466515
1132,51,47100.0,183,13.21,0.82,5,0.2927,0,55,45.59,45.3,54.38146851055023
1133,43,53000.0,6,27.73,5.0,1,0.2773,1,95,559.68,653.84,96.85517237926814
1134,78,83000.0,185,20.77,0.486,3,0.5008,1,55,39.58,96.53,53.62374557424777
1135,52,43000.0,119,11.67,1.008,4,0.2567,0,95,43.24,40.9,94.70275850238458
1136,77,65700.0,346,17.94,0.607,7,0.4447,0,55,50.14,53.82,54.728439631007554
1137,56,57100.0,547,19.16,0.603,11,0.4543,1,55,48.4,105.66,55.23525601949635
1138,56,63000.0,693,23.87,0.519,12,0.5358,1,55,53.16,113.55,54.89754624772372
1139,53,43400.0,444,19.62,0.743,11,0.3433,0,55,62.97,60.69,54.023272685399625
1140,55,30000.0,137,11.12,1.533,7,0.2042,0,95,69.38,74.88,96.93416764545171
1141,84,81700.0,791,28.61,0.834,22,0.6738,1,55,92.69,153.86,53.5356368592196
1142,18,77800.0,982,25.74,0.886,29,0.7042,1,55,86.29,138.02,54.01413248640258
1143,21,30000.0,23,12.27,1.304,1,0.1821,1,95,63.29,157.48,94.95001791649753
1144,46,70900.0,844,19.99,0.853,24,0.6285,0,55,72.06,70.3,53.944993370570614
1145,55,87700.0,404,26.16,0.52,7,0.5966,1,55,58.64,101.37,53.55585734667523
1146,67,79900.0,260,27.36,1.038,9,0.5051,0,55,114.75,109.89,55.04859240747948
1147,63,57800.0,1079,11.08,0.89,32,0.6215,1,55,42.26,104.87,54.6815940282414
1148,48,43800.0,69,16.92,1.304,3,0.2487,0,95,79.42,87.88,94.6386274741926
1149,72,70100.0,361,20.36,1.163,14,0.4762,0,55,91.0,94.38,55.02948542507375
1150,73,73800.0,342,18.22,0.614,7,0.4931,1,55,50.12,94.98,54.38423456064022
1151,58,67600.0,38,17.26,0.789,1,0.3639,0,95,47.8,57.59,96.27984153910597
1152,71,64400.0,278,24.93,0.432,4,0.4161,0,55,44.21,62.73,53.951149664604394
1153,60,43300.0,117,19.17,0.769,3,0.2577,0,95,59.38,65.31,94.13246720598836
1154,45,71900.0,119,31.32,1.008,4,0.4129,0,95,125.37,125.34,95.44930709285312
1155,67,77300.0,542,18.75,0.775,14,0.5762,0,55,63.56,54.92,54.478281614396
1156,57,69600.0,306,21.13,0.588,6,0.4562,0,55,51.52,51.38,54.08631600102601
1157,55,67300.0,240,21.64,0.625,5,0.422,0,55,44.52,39.57,53.365196414277015
1158,80,105300.0,1100,30.28,0.791,29,0.8443,1,35,99.94,132.94,51.178973908234525
1159,18,44500.0,55,23.47,0.545,1,0.2487,1,95,47.11,155.0,94.36268146972516
1160,31,87100.0,22,23.53,1.364,1,0.4753,0,95,117.47,126.3,94.46852669563472
1161,35,45600.0,1077,11.37,0.585,21,0.5482,1,55,32.54,84.11,54.8233761933486
1162,49,87100.0,89,19.51,0.337,1,0.4961,0,95,16.81,17.69,94.36985770615091
1163,51,90100.0,426,24.23,0.493,7,0.6173,0,55,44.94,44.9,53.47712879094434
1164,29,53600.0,890,23.65,0.674,20,0.5393,0,55,66.11,61.78,54.28502753960441
1165,38,96500.0,238,17.24,0.63,5,0.599,1,55,42.86,84.42,51.50564030897206
1166,40,71800.0,165,14.92,0.727,4,0.4262,0,95,38.39,46.67,95.25492290286289
1167,90,53600.0,108,21.83,0.278,1,0.3066,0,95,16.33,28.14,94.52786696488006
1168,86,63300.0,46,13.03,5.0,8,0.342,0,95,254.52,248.45,93.49270880627313
1169,48,87400.0,90,17.48,0.333,1,0.4983,1,95,14.66,103.13,94.32213591974813
1170,49,83200.0,327,28.16,1.101,12,0.5461,1,55,123.0,187.08,54.635371301665785
1171,35,38800.0,287,14.71,0.732,7,0.2774,0,55,38.71,32.05,54.57112110171551
1172,23,55700.0,180,16.87,0.5,3,0.3375,1,55,22.71,63.84,56.5981142785019
1173,53,68900.0,155,27.18,1.161,6,0.4059,0,95,123.91,119.47,95.20735040188983
1174,38,50900.0,20,12.32,1.5,1,0.2705,0,95,68.77,82.33,95.32221405792663
1175,54,114300.0,567,20.83,0.635,12,0.7771,1,35,55.05,84.82,46.06780247253038
1176,28,64500.0,60,27.82,3.5,7,0.3526,1,95,392.38,480.89,90.75477217718681
1177,42,61100.0,1100,20.33,0.573,21,0.6464,0,55,57.33,52.62,54.91832870672159
1178,58,90600.0,23,26.99,1.304,1,0.4971,1,95,145.96,229.45,93.857778490374
1179,61,58500.0,403,17.22,0.819,11,0.4187,1,55,47.71,89.53,54.18709309639456
1180,62,87600.0,86,22.61,2.093,6,0.4983,0,95,171.91,169.28,94.61446451335473
