gender,age,person,became_member_on,income,treatment,outcome,discount_attributed_spend,tenure_days,total_transactions,avg_spend,purchase_frequency,is_missing_demographics,predicted_cate,cate_ci_lower,cate_ci_upper,tenure_bucket,income_bucket,cate_decile
M,24,768bd25218294a0f940bc535c9e3c022,2018-01-21,55000.0,1,16.8,14.94,186,6.0,2.8000000000000003,0.968,False,0.08472434195000889,-0.40619848396995717,0.575647167869977,6-12mo,50-70k,5
M,61,03922ce960124f4a8c4acd2a332ef296,2018-02-15,62000.0,1,18.84,10.95,161,4.0,4.71,0.745,False,0.009739732114679309,-0.6357952625509827,0.6552747267803414,<6mo,50-70k,3
M,74,5c76370980e54446ada45f7891cfacb3,2018-01-30,54000.0,1,8.52,5.92,177,4.0,2.13,0.678,False,0.0346052978793945,-0.17559478355267583,0.24480537931146457,<6mo,50-70k,4
M,29,c7f2086077db4e609473990c299df5ee,2016-05-08,71000.0,1,201.05,53.86,809,12.0,16.754166666666666,0.445,False,-1.4103727469032195,-3.621913969775915,0.801168475969475,2yr+,70-90k,0
F,61,29659fd0eabe4103a54d273118f1aa35,2017-04-15,97000.0,1,129.16,0.0,467,5.0,25.832,0.321,False,-0.0403188829155271,-0.817793726377793,0.7371559605467386,1-2yr,90k+,3
F,73,a521e0047e994449acef4703628cff7c,2018-03-17,37000.0,1,88.8,0.0,131,9.0,9.866666666666667,2.061,False,-0.786591517348066,-1.7721160699935516,0.19893303529741946,<6mo,<50k,1
F,52,03b0358ba8d945b3ac283f25969a0cca,2017-12-24,51000.0,1,2.12,0.0,214,2.0,1.06,0.28,False,0.06089673065389459,-0.23753636073677434,0.35932982204456343,6-12mo,50-70k,4
F,73,f4e0715b897c480e9cb7b72cec1a8607,2018-06-26,84000.0,1,32.25,0.0,30,2.0,16.125,2.0,False,0.37940941549182866,-0.46961544827245394,1.2284342792561112,<6mo,70-90k,7
F,54,893b57dbbabb48e38e1746b3710cdcff,2017-06-07,75000.0,0,119.85,0.0,414,6.0,19.975,0.435,False,0.2124288868423977,-0.4880638579917217,0.9129216316765167,1-2yr,70-90k,6
F,81,286247110a534b28a223ce97782e84e4,2017-09-28,57000.0,1,650.46,88.68,301,18.0,36.13666666666667,1.794,False,12.409189799069459,-13.282270796368794,38.1006503945077,6-12mo,50-70k,9
F,64,1647711182da47e3a819a5cf5f1307f0,2018-01-06,72000.0,1,20.12,0.0,201,6.0,3.353333333333333,0.896,False,-0.22335358020727558,-0.8283520337459446,0.3816448733313934,6-12mo,70-90k,2
M,65,331bb33911fb4351a37f10624a9f8c47,2015-09-21,78000.0,1,151.4,59.370000000000005,1039,7.0,21.62857142857143,0.202,False,0.9847017317650523,-0.339460682747705,2.3088641462778092,2yr+,70-90k,8
M,65,fd56cfb700b34169bbd970b559abb07b,2018-05-22,74000.0,1,4.68,1.41,65,3.0,1.5599999999999998,1.385,False,0.1155464544277735,-0.09413461424580474,0.3252275231013517,<6mo,70-90k,5
M,29,883df6ab4b364bbd85c2373430e12c7e,2014-06-20,65000.0,1,80.03999999999999,39.23,1497,20.0,4.002,0.401,False,-0.2616058782614844,-2.1080250577787254,1.5848133012557561,2yr+,50-70k,2
M,33,f1a97a4aabba4015b4c0dd0110306083,2017-08-21,44000.0,0,26.66,0.0,339,5.0,5.331999999999999,0.442,False,-0.01726590801006848,-0.5263379993283724,0.4918061833082353,6-12mo,<50k,3
M,74,84dbb83b9c0d4e1f9e94e2a6ed901814,2018-07-03,61000.0,1,11.59,0.0,23,1.0,11.59,1.0,False,0.7416194095182014,-0.5632596204012996,2.046498439437702,<6mo,50-70k,8
M,64,5e500209728e453db41f0928a75adf00,2017-10-28,44000.0,1,10.75,3.78,271,5.0,2.15,0.554,False,-0.014937553811869682,-0.14252033339860445,0.11264522577486505,6-12mo,<50k,3
M,50,c8586ab235a84a34b51ae3cc47920cab,2017-08-31,89000.0,1,78.55,0.0,329,3.0,26.183333333333334,0.274,False,-0.05252463594689985,-2.731176803476992,2.6261275315831925,6-12mo,70-90k,3
F,44,f7a950969071422ea162a283edb0f18d,2016-03-12,72000.0,1,139.09,71.73,866,9.0,15.454444444444444,0.312,False,-0.9573358972976377,-1.699685759759015,-0.21498603483626078,2yr+,70-90k,0
F,63,e484a609dc02475bafa62e092505916f,2014-10-07,54000.0,1,69.41,31.71,1388,5.0,13.882,0.108,False,-0.1613454829663571,-1.1959253478392669,0.8732343819065522,2yr+,50-70k,2
F,77,8bad0c89bddb49c4acf5c73c93657731,2018-01-10,46000.0,1,16.28,0.0,197,6.0,2.7133333333333334,0.914,False,0.08025474141585898,-0.4204555419496178,0.5809650247813356,6-12mo,<50k,4
M,64,988bb20673b4417d9426fd9b70ec6ac3,2018-04-03,48000.0,1,141.23000000000002,38.08,114,12.0,11.769166666666669,3.158,False,-0.982246327471632,-2.5029603400716924,0.538467685128428,<6mo,<50k,0
F,72,51031b000489411c834ff3c2b088faf0,2015-12-12,85000.0,1,417.34,298.85,957,18.0,23.185555555555556,0.564,False,8.215112430756973,-11.314014216415915,27.744239077929855,2yr+,70-90k,9
M,56,3933f5b9dd7f410297f139668858ace2,2017-09-03,64000.0,1,148.26,43.98,326,9.0,16.473333333333333,0.828,False,-0.742338113457602,-1.5944282968278436,0.10975206991263975,6-12mo,50-70k,1
M,73,d310ea670c7149a1b404854602b30a49,2017-06-09,67000.0,1,216.88,110.01,412,13.0,16.68307692307692,0.947,False,-1.1745235007083377,-2.9429499418777327,0.5939029404610587,1-2yr,50-70k,0
M,52,2c2af24d040a41b6829e4239c812dbac,2018-06-23,47000.0,1,12.27,8.53,33,4.0,3.0675,3.636,False,-0.06331951108601773,-0.28310674079108405,0.15646771861904835,<6mo,<50k,3
M,43,f0fad43df34646d6b355ec4a25f77d49,2018-05-13,45000.0,1,11.58,8.14,74,4.0,2.895,1.622,False,-0.023527304008885225,-0.1513331548440761,0.10427854682630558,<6mo,<50k,3
M,49,7ba2327c339f4081b2a94293df048b4d,2016-11-06,66000.0,1,273.28,69.35,627,16.0,17.08,0.766,False,-0.63649991221278,-6.631178703316246,5.358178878890685,1-2yr,50-70k,1
M,87,d00fc7daeb9949e992491e6afca4fbf8,2016-11-30,65000.0,0,236.66,0.0,603,14.0,16.904285714285713,0.697,False,-1.2774873845859605,-4.576713759692538,2.0217389905206162,1-2yr,50-70k,0
F,40,e4c05dd9bcbb4945af5727d4d61b8fba,2018-06-20,38000.0,1,27.33,0.0,36,11.0,2.4845454545454544,9.167,False,0.010745265217458132,-0.9818381028567531,1.003328633291669,<6mo,<50k,3
F,63,513e6bbe878c4b199c1d813fd54461a4,2014-07-01,55000.0,1,79.60000000000001,58.52,1486,6.0,13.266666666666667,0.121,False,-0.16889369201430887,-1.0661169601484748,0.7283295761198583,2yr+,50-70k,2
F,86,e6d73832444a429aaa969b706a5a2bf1,2016-03-25,75000.0,1,207.32,186.6,853,10.0,20.732,0.352,False,-0.834840501127123,-1.9702580695994838,0.3005770673452367,2yr+,70-90k,1
M,51,9e894ff66aba45bbbe75575a03aeb00e,2017-03-13,104000.0,1,225.42,22.02,500,8.0,28.1775,0.48,False,0.6748747789233234,-1.959787824245974,3.3095373820926204,1-2yr,90k+,8
F,53,d438a838e9f74fa99c3a53f53d73afd4,2016-11-16,106000.0,1,196.88,138.73,617,7.0,28.125714285714285,0.34,False,0.47978568334763944,-0.8468627470336676,1.8064341137289461,1-2yr,90k+,7
M,62,a54258212fec4086bacd899d252b1088,2017-11-10,68000.0,1,108.32,22.78,258,6.0,18.05333333333333,0.698,False,0.19557402124391632,-0.6159147040960575,1.0070627465838904,6-12mo,50-70k,6
M,56,caad2d7ff50c4ccebbfe61ccb6ef9998,2016-01-09,72000.0,1,172.27,126.32,929,16.0,10.766875,0.517,False,-0.8240925072634901,-2.4353676290785433,0.7871826145515629,2yr+,70-90k,1
F,53,b5105f071088481c8382eb9f73cd6a27,2017-12-11,48000.0,1,9.9,0.0,227,3.0,3.3000000000000003,0.396,False,0.09999529535403251,-0.24935424456063876,0.4493448352687036,6-12mo,<50k,5
F,61,e8630f5d3bf34260be5241a633f0fa42,2017-11-09,65000.0,1,62.31,0.0,259,4.0,15.5775,0.463,False,1.3167618712340396,0.19703123202012307,2.4364925104479553,6-12mo,50-70k,9
F,59,48c41e01e161412a873fd288621850c1,2015-10-24,77000.0,1,193.47,131.33,1006,9.0,21.496666666666663,0.268,False,-1.0382377943995567,-2.7640545775175127,0.6875789887183978,2yr+,70-90k,0
M,58,ea8ae9ebc89b41ffb097dabbf8fe3c24,2017-08-15,119000.0,1,160.28,91.59,345,5.0,32.056,0.435,False,-11.131492720184713,-56.816246173198685,34.55326073282924,6-12mo,90k+,0
M,80,d628a8d8255b4c1183fcf5a52381576a,2015-10-06,58000.0,1,148.88,67.22,1024,9.0,16.54222222222222,0.264,False,-0.7286944826528069,-1.4402692395540173,-0.017119725751596482,2yr+,50-70k,1
M,59,fc546aaa32694c5cadfc43b97b563434,2018-06-10,87000.0,0,0.0,0.0,46,0.0,0.0,0.0,False,-0.03228560599760551,-0.34869932850374147,0.2841281165085304,<6mo,70-90k,3
M,24,146533f0231848a7a8046f858681353d,2018-03-11,42000.0,1,19.65,9.77,137,7.0,2.807142857142857,1.533,False,0.19078242524931172,-0.24018566591988166,0.621750516418505,<6mo,<50k,6
M,88,40cbde3c5aed4be6840e68dcf3168def,2016-04-15,62000.0,1,42.17,0.0,832,12.0,3.5141666666666667,0.433,False,0.11859395338424651,-0.49497212893360365,0.7321600357020965,2yr+,50-70k,5
M,73,fcbcb57364614efc94f1f0410300cb1f,2017-11-29,54000.0,1,11.14,0.0,239,3.0,3.713333333333333,0.377,False,0.1244091042208868,-0.3023789330771816,0.5511971415189553,6-12mo,50-70k,5
M,61,c3d7056b8e6c46d78d6baf651c3f9ca0,2018-01-18,33000.0,1,38.260000000000005,10.5,189,8.0,4.782500000000001,1.27,False,-0.6383316313344778,-1.427609240377691,0.15094597770873475,6-12mo,<50k,1
M,56,641fd68d04af4384bdf2ed46453a94ea,2017-07-27,50000.0,1,56.08,40.42,364,3.0,18.69333333333333,0.247,False,0.487817880665865,-0.10495767489169949,1.080593436223429,6-12mo,<50k,7
F,71,4f5ed6eff38644a58be2e1083cd967d7,2018-01-09,87000.0,1,83.28,36.56,198,5.0,16.656,0.758,False,-0.15515994715334108,-0.9715082431055124,0.661188348798833,6-12mo,70-90k,2
F,48,1df88b34a02446e8accf51cb8e712a6a,2017-08-17,71000.0,1,8.5,0.0,343,3.0,2.833333333333333,0.262,False,0.07399360347590325,-0.22046080244052935,0.36844800939233574,6-12mo,70-90k,4
F,78,b519d8d3bc1c429b80147a10d8767e4c,2013-08-05,81000.0,1,210.88,103.4,1816,9.0,23.43111111111111,0.149,False,-0.7760696044817066,-2.669529158526302,1.117389949562888,2yr+,70-90k,1
F,53,01ac633821f0498893320b41b5b22dfc,2015-10-30,88000.0,1,251.46,45.94,1000,12.0,20.955,0.36,False,-1.2264122073714572,-5.300867695512027,2.8480432807691103,2yr+,70-90k,0
F,49,08fd4c97526a46b58919a0d48ec65434,2017-07-08,71000.0,1,134.28,0.0,383,7.0,19.18285714285714,0.548,False,1.5899581632405524,0.43044930749050536,2.7494670189905968,1-2yr,70-90k,9
M,72,c1c19469f3ad45c7abf9c1da01ee0b7a,2018-05-08,92000.0,1,147.42000000000002,73.77000000000001,79,6.0,24.570000000000004,2.278,False,-0.008233077734181207,-0.8304218153418791,0.8139556598735164,<6mo,90k+,3
F,75,e8c5e066d12c460cb97202c4039e7560,2017-12-06,115000.0,1,125.47,0.0,232,5.0,25.094,0.647,False,-0.06686022036381675,-1.0592674753198636,0.9255470345922301,6-12mo,90k+,3
M,25,3ff6de008af14b92ae5ce70dc89fb2b4,2017-01-21,61000.0,1,33.9,0.0,551,7.0,4.842857142857143,0.381,False,0.13598643547086936,-0.33154926783318295,0.6035221387749217,1-2yr,50-70k,5
F,47,06e2f7db27064b629f73908f6b187561,2018-07-17,50000.0,1,33.31,33.31,9,2.0,16.655,2.0,False,0.7217364206508992,-0.14021623068221134,1.583689071984009,<6mo,<50k,8
F,45,40442f4692e4493d93ca58a439ff6b50,2016-03-01,74000.0,1,308.93,184.19,877,13.0,23.763846153846156,0.445,False,-0.669260677608501,-5.130794509910051,3.7922731546930484,2yr+,70-90k,1
F,59,bda16115506044a08dc1294153a51efb,2018-01-08,68000.0,1,51.24,24.28,199,3.0,17.080000000000002,0.452,False,0.5061910825271186,-0.20260364174815892,1.2149858068023969,6-12mo,50-70k,7
F,92,f94d9d9d979649799c38a27971dc9ca5,2017-12-07,37000.0,1,156.52,91.53,231,16.0,9.7825,2.078,False,-0.12469453982706413,-1.6629715939517107,1.4135825142975817,6-12mo,<50k,3
M,50,d32dc2cb18fa40eabb6c5f82339becb8,2018-01-18,38000.0,1,30.44,16.87,189,12.0,2.536666666666666,1.905,False,0.04271563594071423,-0.7464255323812587,0.831856804262687,6-12mo,<50k,4
F,73,a61e96edb3924b8d92f3f0ca49bf2f06,2017-08-19,53000.0,1,58.260000000000005,0.0,341,5.0,11.652,0.44,False,0.36930049727112046,-0.8995300530323296,1.6381310475745703,6-12mo,50-70k,7
F,58,db7f39b7c3174c71b45dd73f35b2be72,2015-09-15,88000.0,1,378.24,222.46,1045,17.0,22.249411764705883,0.488,False,0.8131080733010235,-9.641968611935788,11.268184758537826,2yr+,70-90k,8
M,22,e20fad3940354753a736242503842029,2017-12-13,57000.0,1,53.35,44.92,225,18.0,2.963888888888889,2.4,False,-0.11551451449070271,-1.7975714927538429,1.5665424637724363,6-12mo,50-70k,3
M,67,5b517f08e89c4e2d8d2c379f0eb311c4,2018-01-30,45000.0,0,15.0,0.0,177,5.0,3.0,0.847,False,0.0070524286942455355,-0.14655893453461763,0.16066379192310865,<6mo,<50k,3
M,30,74fcd98b46fc47cba9423e23ce0b294f,2016-04-18,48000.0,1,68.68,28.73,829,20.0,3.434,0.724,False,-0.10710302062596544,-2.5819104762555547,2.3677044350036227,2yr+,<50k,3
M,45,5eade4be36b747868769ca1899919f8f,2016-09-08,46000.0,1,45.76,13.75,686,12.0,3.813333333333333,0.525,False,0.2515202867364922,-0.7079962153385487,1.211036788811533,1-2yr,<50k,6
F,58,919f3f6565a544d8a06eaef8e6a86d9d,2017-02-02,73000.0,1,208.36,68.33,539,11.0,18.94181818181818,0.612,False,-0.02529603169298561,-1.2574249954250551,1.2068329320390834,1-2yr,70-90k,3
F,62,daad5121c67e4cc0a7f8718fe7be8d9d,2017-09-30,52000.0,1,93.24,65.28,299,6.0,15.54,0.602,False,-0.21703222303281916,-1.1510653876494816,0.717000941583843,6-12mo,50-70k,2
F,91,4fbd9e7d7f824ddeb7e61f3d13c7937e,2015-11-19,71000.0,1,146.35,0.0,980,7.0,20.90714285714285,0.214,False,1.1393730911656568,-1.0702463973170149,3.348992579648328,2yr+,70-90k,9
M,70,9135dfc3b2284f68826e31dc2c9f8e8d,2017-12-25,68000.0,1,24.6,4.890000000000001,213,7.0,3.5142857142857147,0.986,False,0.19178760564144265,-0.3205192110104197,0.704094422293305,6-12mo,50-70k,6
M,39,ae0a070c9d07424d8b955efe7caaca6e,2013-08-27,50000.0,1,54.86,9.03,1794,17.0,3.227058823529412,0.284,False,-0.08894133127608442,-0.6182981613746384,0.44041549882246933,2yr+,<50k,3
M,58,e63bbd64cf5e43baa4dd9ef77c99f050,2014-04-18,39000.0,1,54.84,37.27,1560,18.0,3.046666666666667,0.346,False,-0.39961244289968967,-1.7599873820363727,0.9607624962369932,2yr+,<50k,2
F,49,d07b84af723a4d6390620668d1d7c076,2017-03-26,87000.0,1,94.0,37.22,487,4.0,23.5,0.246,False,0.18155172763238667,-0.1398224061904393,0.5029258614552125,1-2yr,70-90k,6
F,89,74b8a279433a4750b8568ae7478ac2fe,2017-09-22,81000.0,1,75.07,0.0,307,4.0,18.7675,0.391,False,0.9657299683028203,-0.1949530995750176,2.126413036180659,6-12mo,70-90k,8
M,44,71616972113d4b2e98603941709cadd1,2015-02-25,68000.0,1,152.58,62.17,1247,9.0,16.953333333333333,0.217,False,-0.9446216519662255,-1.6307915089630272,-0.25845179496942394,2yr+,50-70k,0
F,55,6f6f3af3a32d49aa9f1303c2c11333e7,2017-02-14,44000.0,1,101.84,0.0,527,10.0,10.184,0.569,False,-0.6210787738560232,-1.8980537769481223,0.6558962292360756,1-2yr,<50k,1
M,56,055fe39c422643d89a93cf05cf610b2e,2015-09-20,38000.0,1,36.34,0.0,1040,14.0,2.595714285714286,0.404,False,0.4381305261339886,-0.06217070238276717,0.9384317546507441,2yr+,<50k,7
M,65,ca0bddc5e7e34a628ffc6179570d834b,2017-12-22,76000.0,0,0.0,0.0,216,0.0,0.0,0.0,False,0.03433229014742476,-0.15805350635204965,0.2267180866468991,6-12mo,70-90k,4
M,90,1c8b3756397541c7b4dade350741a9ed,2018-04-09,38000.0,1,9.87,0.0,108,2.0,4.9350000000000005,0.556,False,0.05132321220540158,-0.6336364879042591,0.7362829123150623,<6mo,<50k,4
M,62,de461a0b514e4f4a83131b4a58dc49ec,2015-09-17,52000.0,1,74.39,45.49,1043,5.0,14.878,0.144,False,-0.1796655496830185,-1.206842765935081,0.8475116665690433,2yr+,50-70k,2
F,63,c297c0a707724e868c3212f721a20457,2017-08-08,68000.0,1,156.11,45.44,352,7.0,22.301428571428573,0.597,False,1.288770255069982,-0.9319033945455115,3.509443904685475,6-12mo,50-70k,9
F,36,d7fec020017649a7a13a924c04e8c07b,2018-01-03,40000.0,1,56.37,43.64,204,6.0,9.395,0.882,False,0.4652109219820564,-1.1472173617244947,2.077639205688608,6-12mo,<50k,7
F,62,9f124ca4f32f4f389c3c429f4dca986d,2017-12-22,94000.0,1,0.0,0.0,216,0.0,0.0,0.0,False,-0.06548149056207192,-0.41909195224166257,0.2881289711175187,6-12mo,90k+,3
M,19,2029ecce8bc14065a7c757cbee6f58b3,2016-12-04,43000.0,0,124.45,0.0,599,11.0,11.313636363636364,0.551,False,-0.23142582936998918,-1.553312388173762,1.0904607294337836,1-2yr,<50k,2
M,76,7b74e68b25754abb968231adc71c7e3a,2018-03-08,118000.0,0,55.17,0.0,140,3.0,18.39,0.643,False,0.09790737416551175,-0.7373251531344055,0.9331399014654288,<6mo,90k+,5
M,43,f4208fedbb644de4bfb0990efb0025e0,2017-09-24,51000.0,1,11.22,11.22,305,1.0,11.22,0.098,False,0.6078935333950664,-0.752723727487117,1.9685107942772468,6-12mo,50-70k,8
M,24,a464b4c6b4e84d499a7e3af6f3460694,2016-03-25,50000.0,1,38.56,23.99,853,13.0,2.9661538461538464,0.457,False,0.3129286799856298,-0.3432393221355095,0.9690966821067688,2yr+,<50k,7
F,83,d62121909df44994878f47ce3e73bca4,2017-03-25,58000.0,1,103.01,59.120000000000005,488,8.0,12.87625,0.492,False,0.0467218544794516,-0.8787144667289141,0.9721581756878189,1-2yr,50-70k,4
M,67,7ec8a869c7714a429adeede431a04881,2017-08-12,34000.0,1,16.75,12.84,348,7.0,2.392857142857143,0.603,False,0.20766626537058175,-0.23288978366022112,0.6482223144013844,6-12mo,<50k,6
F,35,a9ef494d007245e9b94c2ff661859c51,2015-10-18,45000.0,1,147.67000000000002,3.23,1012,14.0,10.547857142857143,0.415,False,-0.7910501339868106,-4.044301955469722,2.4622016874961004,2yr+,<50k,1
M,65,46eb2598375a4042bf31580470ea36f9,2014-05-21,61000.0,1,70.17,29.14,1527,5.0,14.034,0.098,False,-0.15261773620808716,-1.1853391121957935,0.8801036397796216,2yr+,50-70k,3
F,58,51f2b803865e48808101dedd24683381,2017-09-06,109000.0,1,81.42,53.16,323,3.0,27.14,0.279,False,0.18071621972599872,-0.707313123489884,1.0687455629418812,6-12mo,90k+,6
M,43,9813870bca3940ddbcb7bb452f3cb4b2,2016-12-25,72000.0,0,96.34,0.0,578,6.0,16.05666666666667,0.311,False,-0.20321407099050587,-1.2034648827535253,0.7970367407725136,1-2yr,70-90k,2
F,71,41e4610d1aa74853b2d590e321699b1c,2016-05-17,89000.0,1,99.88,56.86,800,5.0,19.976,0.188,False,0.21722049803511576,-0.4860121005557842,0.9204530966260154,2yr+,70-90k,6
F,69,a53045051eca43ee9041d2e57b752cf7,2016-05-22,85000.0,1,135.0,68.57,795,6.0,22.5,0.226,False,0.16301267629709698,-0.651271367228808,0.9772967198230016,2yr+,70-90k,5
M,67,314d862acaa645b7ac4ab4cb9c966854,2016-07-20,38000.0,1,175.17,33.68,736,18.0,9.731666666666666,0.734,False,0.4155230742440902,-5.0593074629434005,5.890353611431579,2yr+,<50k,7
F,48,2c2d6fcf6ba84ae78cd3b145107a486f,2017-05-13,94000.0,1,191.76,105.4,439,7.0,27.39428571428571,0.478,False,0.38332911243528606,-4.634699896805929,5.4013581216765,1-2yr,90k+,7
M,43,28b3a891cbfa45b1b4f242a8ae561cca,2017-08-30,34000.0,1,121.51,65.43,330,18.0,6.750555555555556,1.636,False,0.3482514563226731,-3.6076964349263845,4.304199347571729,6-12mo,<50k,7
M,23,dde7b6ddb8f448a4a49f309939de59f2,2018-04-28,42000.0,1,9.08,0.0,89,4.0,2.27,1.348,False,0.08497841252963133,-0.0884506962849475,0.2584075213442102,<6mo,<50k,5
F,75,ba4fff69b9224b87a1916f9fd9d0c2c8,2017-05-14,109000.0,1,91.32,91.32,438,3.0,30.44,0.205,False,-4.5479486209944335,-22.56489913537775,13.46900189338888,1-2yr,90k+,0
F,32,236a66dab68243f5bfde1277386b4e6c,2016-01-10,64000.0,1,229.42,147.65,928,14.0,16.38714285714286,0.453,False,-1.5288329543425996,-5.523320379798232,2.4656544711130333,2yr+,50-70k,0
M,58,03adb16f61e44e6594d6d8e38d0a3e64,2017-04-30,79000.0,0,117.64,0.0,452,5.0,23.528,0.332,False,0.028802481144437002,-1.994262321005226,2.0518672832940994,1-2yr,70-90k,4
F,62,9ebe696078b742b389f486bd3a98ca56,2014-01-14,40000.0,1,148.17000000000002,103.14,1654,18.0,8.231666666666667,0.326,False,0.5612029537058346,-3.2268340515781953,4.349239958989863,2yr+,<50k,8
M,41,17d196b8409e49269702efcca3a90153,2017-07-31,42000.0,1,14.47,1.47,360,6.0,2.411666666666666,0.5,False,0.09897737576553917,-0.3889708983848865,0.5869256499159627,6-12mo,<50k,5
M,42,7d30ff83c4c141d79231d53be5101d9d,2016-09-05,68000.0,1,71.33,10.2,689,4.0,17.8325,0.174,False,1.2735197240159766,0.3142114780836678,2.2328279699482856,1-2yr,50-70k,9
M,27,894669a32ec14a2fac839e636f807768,2016-05-31,32000.0,1,51.05,1.54,786,15.0,3.4033333333333333,0.573,False,0.5079566892518854,-0.49203960804347746,1.5079529865472479,2yr+,<50k,7
M,63,339ce280165b40cb856d943db119499a,2018-06-30,84000.0,1,25.0,0.0,26,1.0,25.0,1.0,False,0.004630781463979815,-0.8886162326267638,0.8978777955547232,<6mo,70-90k,3
M,43,7b6f942b3a5c48ebab92b47f4608e171,2017-10-02,34000.0,1,24.61,7.16,297,14.0,1.7578571428571428,1.414,False,0.43507008965760013,-0.5664243263124438,1.4365645056276433,6-12mo,<50k,7
M,21,d12f8c848c854a9ebf3443457e172e01,2013-11-06,47000.0,1,34.96,0.0,1723,8.0,4.37,0.139,False,-0.6348422542615679,-1.4230773741477396,0.1533928656246043,2yr+,<50k,1
M,70,960caadee75247a3be0ca3245c7d6f2f,2017-10-14,79000.0,1,0.0,0.0,285,0.0,0.0,0.0,False,-0.017265381452764444,-0.2464970159294064,0.21196625302387753,6-12mo,70-90k,3
F,67,42f8d287efa7489c9c13f94b2cec5fc5,2015-11-27,65000.0,1,215.04,0.0,972,14.0,15.36,0.432,False,-1.1459738656861211,-5.146520114910237,2.8545723835379944,2yr+,50-70k,0
M,71,f8c07073fb89432d996725a3225e5e38,2018-05-30,69000.0,1,43.48,26.01,57,8.0,5.4350000000000005,4.211,False,-0.5480112903054167,-1.345342625195483,0.2493200445846493,<6mo,50-70k,1
M,30,55d3ed806a6e4adaaec2df934fc9d8eb,2018-02-23,60000.0,1,15.84,0.0,153,5.0,3.168,0.98,False,0.03458832004683758,-0.11755597709856727,0.18673261719224227,<6mo,50-70k,4
M,36,f3fbb30bac49414cb6a515e563ee0f99,2014-01-15,64000.0,1,55.8,40.26,1653,17.0,3.2823529411764705,0.309,False,-0.106129998419939,-0.8671208911883317,0.6548608943484533,2yr+,50-70k,3
M,72,4de995d854f94b3492f743cc1e98ec29,2017-08-27,48000.0,1,533.18,0.0,333,13.0,41.01384615384615,1.171,False,22.827819062133713,-20.55225791578172,66.20789604004914,6-12mo,<50k,9
M,58,6e0b0d6db74942b49007e6ff4699f32c,2013-08-13,54000.0,1,111.17,18.22,1808,9.0,12.352222222222222,0.149,False,-0.8780782741748326,-1.2863106117817829,-0.4698459365678825,2yr+,50-70k,0
M,22,2c4a39db7685477a8a8c142706b2e8ff,2018-01-30,72000.0,1,7.33,7.33,177,2.0,3.665,0.339,False,0.09223309251660147,-0.34247568306268794,0.5269418680958908,<6mo,70-90k,5
M,45,2bb93a2ba2444644bfb33cd38beac0d9,2014-04-27,86000.0,1,201.47,94.87,1551,10.0,20.147,0.193,False,-0.3636349874178991,-1.7345774726399683,1.0073074978041694,2yr+,70-90k,2
F,39,74bf65900a924dcdbd6cbaba921fcd80,2017-05-05,52000.0,0,44.53,0.0,447,14.0,3.1807142857142856,0.94,False,0.5335884374110098,-0.4486675962717347,1.5158444710937538,1-2yr,50-70k,8
M,66,4520caf5f7ac4436b2b536e1315bd6df,2017-08-06,88000.0,1,162.26,96.29,354,8.0,20.2825,0.678,False,0.2039782589156777,-0.6412077410447472,1.0491642588761059,6-12mo,70-90k,6
M,45,6e7d42fc10ee466c80a4056b3ec0b072,2018-07-16,62000.0,1,143.41,93.2,10,9.0,15.934444444444445,9.0,False,-0.9292811466008192,-1.9579834009243529,0.09942110772271362,<6mo,50-70k,0
F,41,2ac533ce2ba246c9b3ad32aeb2579a8e,2017-08-22,56000.0,1,134.14,124.0,338,10.0,13.413999999999998,0.888,False,-0.6251966428753742,-1.9820213389823143,0.7316280532315658,6-12mo,50-70k,1
F,20,c89fa9af11d74b4d8cee355d0871bd97,2016-01-11,54000.0,1,626.59,498.76,927,16.0,39.161875,0.518,False,22.48691962645092,-17.307188797034577,62.28102804993641,2yr+,50-70k,9
M,56,b6d94c567b25454a9262c4f5c3ac996c,2016-01-21,56000.0,0,388.4,0.0,917,12.0,32.36666666666667,0.393,False,23.98225013223136,-17.5633889929193,65.52788925738199,2yr+,50-70k,9
F,73,9fa8ee92f21e425ca26519b84d513c70,2018-07-24,113000.0,1,56.77,0.0,2,3.0,18.92333333333333,3.0,False,0.11858431945954798,-0.7814794254444716,1.0186480643635674,<6mo,90k+,5
F,65,1063ada827b040238f9d076ba71e6522,2017-12-25,48000.0,1,19.69,2.64,213,6.0,3.2816666666666667,0.845,False,-0.20842112582071393,-0.8019494892631196,0.3851072376216945,6-12mo,<50k,2
F,88,5991a7c29e594df2aa22b14628e2c094,2017-09-13,69000.0,1,23.45,17.07,316,4.0,5.8625,0.38,False,0.17372853657811183,-0.29314890043879627,0.6406059735950196,6-12mo,50-70k,5
M,64,7ffbb6f34b834970966214e754b5a35a,2015-07-22,67000.0,1,61.25,0.0,1100,17.0,3.602941176470588,0.464,False,-0.01449327679280088,-0.8840928280686511,0.8551062744830491,2yr+,50-70k,3
F,53,430e42dcf5fd434c8de633467765b0eb,2017-02-22,65000.0,0,149.65,0.0,519,7.0,21.37857142857143,0.405,False,1.3732945938638452,-0.6675544000225964,3.4141435877502864,1-2yr,50-70k,9
M,82,f5ae5f22cbbd45edb721587c2f845a00,2018-05-25,44000.0,1,55.68,37.44,62,6.0,9.28,2.903,False,0.4637200466116669,-1.1915083604982226,2.1189484537215604,<6mo,<50k,7
