gender,age,person,became_member_on,income,treatment,outcome,discount_attributed_spend,tenure_days,total_transactions,avg_spend,purchase_frequency,is_missing_demographics
M,42,bcd9fbbb25454c38be9ed35ca901896e,2015-05-30,73000.0,1,50.6,0.0,1153,14.0,3.6142857142857143,0.364,False
M,50,95e94202440a43939f3195fc975e7367,2017-02-09,43000.0,1,136.95,21.990000000000002,532,12.0,11.4125,0.677,False
F,57,d808a466b9904cc396d7aa8fa03bca24,2018-06-05,90000.0,1,46.26,0.0,51,2.0,23.13,1.176,False
F,42,3b9ebae44a96429fb841f985502aa0b9,2017-09-03,45000.0,1,103.67,0.0,326,11.0,9.424545454545454,1.012,False
M,47,8546396e46394221a3d889aba0593e5a,2017-10-24,31000.0,1,25.15,5.38,275,13.0,1.9346153846153844,1.418,False
F,68,0f0d1325cdf646bea396a91d4868f7dd,2016-03-31,66000.0,1,179.07,39.04,847,10.0,17.907,0.354,False
M,47,4aa37c271d454d9b883b3fb007cf0dc6,2017-11-04,68000.0,0,108.43,0.0,264,6.0,18.07166666666667,0.682,False
M,63,8451b02773df4cd8b1c3e7f2ed3c69de,2016-07-02,55000.0,1,176.69,63.949999999999996,754,10.0,17.669,0.398,False
F,55,d24391f6da3040319f2bef0efba30dc3,2017-12-02,39000.0,1,2.17,0.0,236,1.0,2.17,0.127,False
F,23,df4fd1a7d2144ac4af6c83bbe62ddbe0,2016-02-21,35000.0,1,116.56,44.21,886,15.0,7.770666666666667,0.508,False
M,35,52f3d00658ea420e9680e3bacc0c93f6,2018-01-06,55000.0,1,38.33,0.0,201,13.0,2.9484615384615385,1.94,False
F,45,c0dd8c73b36e4fd1b095900d2746e722,2017-12-11,70000.0,1,16.21,5.96,227,5.0,3.242,0.661,False
F,59,1e6f7c2016d64c6c9ffc21e8b320e65b,2018-04-02,55000.0,0,42.519999999999996,0.0,115,3.0,14.173333333333332,0.783,False
M,80,ef65dd061ff24b0f805a51dd0328dbcb,2018-07-14,89000.0,0,1054.06,0.0,12,5.0,210.81199999999998,5.0,False
M,19,85075c1419734eb4a3705470a70bf14b,2017-08-31,49000.0,1,13.48,0.0,329,6.0,2.2466666666666666,0.547,False
F,74,9ca3e1ee578741e0b8b74f876a606c93,2015-12-31,84000.0,1,945.25,866.21,938,7.0,135.03571428571428,0.224,False
F,29,90f9062185ea4c3baf0f91790cd29ff2,2018-02-18,38000.0,1,0.0,0.0,158,0.0,0.0,0.0,False
M,20,48dbc372c7164fe99b9a90f0249b6024,2018-02-10,31000.0,1,16.5,0.0,166,8.0,2.0625,1.446,False
M,45,f14ae6296b294d86a55780ce9117b196,2016-08-21,63000.0,1,81.03999999999999,13.54,704,5.0,16.208,0.213,False
F,92,711ddbe357b447c0ae2aa054a6166213,2017-09-13,86000.0,1,143.46,127.14,316,7.0,20.494285714285716,0.665,False
M,21,b1e5000082ef4b23b47589e2ca0a9951,2017-09-21,46000.0,1,66.22,47.29,308,5.0,13.244,0.487,False
M,53,2fac89b60ff34e1fbd1a9d354f5e9859,2017-10-12,60000.0,0,24.270000000000003,0.0,287,2.0,12.135000000000002,0.209,False
M,84,16bb0c6f3b1d456eb1637e0e59b68b99,2016-12-08,95000.0,1,226.88,68.82,595,8.0,28.36,0.403,False
M,21,00aee28bbb3848dd8a31f0c91dc267dd,2018-01-06,59000.0,1,20.53,0.0,201,5.0,4.106,0.746,False
M,64,2ecc1d321e4241f38124bc703dcdf63e,2017-10-20,51000.0,1,41.25,6.32,279,4.0,10.3125,0.43,False
M,76,78d968c803724eb5812a988d5156f943,2015-09-21,44000.0,1,169.16,159.97,1039,13.0,13.012307692307692,0.375,False
M,64,c1f57b2c8e13441bafc67d592db48dd3,2017-01-29,75000.0,1,42.550000000000004,9.72,543,10.0,4.255000000000001,0.552,False
F,59,6e181712f6db470eabb4ec79881f5340,2017-11-30,90000.0,1,63.870000000000005,0.0,238,3.0,21.290000000000003,0.378,False
M,42,1b280e5d01d444ddba1b3871e0ac3bbe,2017-09-14,61000.0,0,122.61,0.0,315,7.0,17.515714285714285,0.667,False
M,57,bd43932a588841eea8932053dc143c36,2015-09-13,76000.0,1,93.77,0.0,1047,5.0,18.753999999999998,0.143,False
F,70,264f876fe2ff4fbfb9e417dd7c140e96,2017-01-19,36000.0,1,167.89000000000001,75.45,553,16.0,10.493125000000001,0.868,False
M,49,03e507f56bd34d3dacdecb5eb87111f7,2014-02-24,77000.0,1,287.44,141.72,1613,14.0,20.53142857142857,0.26,False
F,68,1335347b43344f7883370a9b71fe42e7,2018-06-21,73000.0,1,73.75,0.0,35,4.0,18.4375,3.429,False
F,47,06131d1c0a154320bd9b24af9f51f76d,2016-12-10,59000.0,1,120.02,77.63,593,7.0,17.145714285714284,0.354,False
F,56,9061463d5dca462e929d07a3481417ec,2015-02-23,54000.0,1,127.74,33.0,1249,8.0,15.9675,0.192,False
M,20,bb272cd4cac24fcc8f0168cfb5c6f063,2013-11-16,40000.0,0,54.1,0.0,1713,20.0,2.705,0.35,False
M,60,a3c2a505d62744f7b5d125930b533a33,2015-09-16,71000.0,1,257.93,57.519999999999996,1044,13.0,19.840769230769233,0.374,False
F,64,d74a0d662cdc4e6a8c0429a05f6a8e1a,2017-08-22,67000.0,1,67.5,29.05,338,4.0,16.875,0.355,False
F,85,203316e559bf4fcbb95d490ed36e630e,2018-05-07,89000.0,1,0.0,0.0,80,0.0,0.0,0.0,False
M,67,f3b5a0743b364e3593283215d9ded135,2016-07-05,92000.0,1,222.79,161.23,751,9.0,24.754444444444445,0.36,False
F,31,659c2598aaf34b2ab23852a2796e5a12,2018-05-19,46000.0,1,27.85,9.48,68,11.0,2.5318181818181817,4.853,False
F,47,45979ca39db84f0b8392b43093d0311e,2017-12-09,72000.0,0,189.14,0.0,229,10.0,18.913999999999998,1.31,False
F,60,cec6feb9507e4fb3b152745e779d5660,2017-08-03,58000.0,1,84.18,37.85,357,22.0,3.8263636363636366,1.849,False
M,26,3e9a640a3de64d88977b09e45e442d8d,2018-04-04,70000.0,1,13.36,9.47,113,3.0,4.453333333333333,0.796,False
F,32,02b7a80a321c4b078af92d494cc0f012,2017-10-30,34000.0,0,400.15999999999997,0.0,269,11.0,36.378181818181815,1.227,False
M,35,306fcc2f329e4061bd1756c36c322175,2018-04-01,69000.0,1,23.4,12.45,116,8.0,2.925,2.069,False
M,55,f3d42b8e20a94d4ea5f6d1efce18b2c2,2015-03-23,34000.0,1,32.08,19.6,1221,10.0,3.2079999999999997,0.246,False
M,41,aec682c4187546819c9b85c363f6ae70,2017-03-27,64000.0,1,38.769999999999996,15.1,486,11.0,3.524545454545454,0.679,False
F,69,fff3ba4757bd42088c044ca26d73817a,2015-09-20,83000.0,1,580.98,122.4,1040,11.0,52.81636363636364,0.317,False
M,56,5e9e648ac1924ed19cc9665f000c0309,2017-06-28,79000.0,1,113.7,21.22,393,5.0,22.740000000000002,0.382,False
M,23,b008527a63914a51bf97fc0b800e7fe1,2014-02-21,32000.0,1,185.41,176.22,1616,25.0,7.416399999999999,0.464,False
F,45,ee8651d8fd7e459298b431b0481f877f,2018-05-18,36000.0,1,21.58,6.72,69,6.0,3.5966666666666662,2.609,False
F,65,2c84eb07bc4c4480862ef63a3826c4b0,2016-03-18,83000.0,1,971.24,923.39,860,15.0,64.74933333333334,0.523,False
M,59,e039a7776e2d4ebfbb5b240e3811c0a3,2017-09-13,73000.0,1,213.9,65.03999999999999,316,9.0,23.766666666666666,0.854,False
F,65,c9f052334bc340f386ae5fc7ae97e74f,2016-07-05,72000.0,1,311.06,170.91,751,14.0,22.21857142857143,0.559,False
M,34,2dab8c385a2440b78b432ecb72d68787,2014-10-09,61000.0,1,68.89,59.629999999999995,1386,19.0,3.6257894736842107,0.411,False
F,52,f3acf14291c040a5b6d93bdd426898c6,2016-04-29,68000.0,1,94.34,58.82,818,5.0,18.868000000000002,0.183,False
M,53,c4ebf59d90734c2581d57bdc5a707ff6,2018-06-08,81000.0,0,124.5,0.0,48,4.0,31.125,2.5,False
M,58,0f45882b7ebf44be98626ba118e034a4,2015-09-15,75000.0,1,190.67,66.74,1045,9.0,21.185555555555553,0.258,False
F,58,c7432bfcf7284c078b0fbaeaad0a019f,2016-08-08,85000.0,0,125.12,0.0,717,6.0,20.853333333333335,0.251,False
M,66,d73856001b394ccb84735142baad4889,2018-07-22,60000.0,1,198.03,84.49000000000001,4,12.0,16.5025,12.0,False
M,51,17804e6e49634635b254ed31bee29d3c,2016-08-08,63000.0,1,185.72,84.92999999999999,717,10.0,18.572,0.418,False
M,56,2d3c956111ad434786e39ed79354dd5a,2018-07-11,66000.0,1,20.119999999999997,7.66,15,5.0,4.023999999999999,5.0,False
F,58,b7dca38b215a49fea3bedefb886911b9,2016-06-17,109000.0,1,59.0,0.0,769,2.0,29.5,0.078,False
M,21,8c623041aa7e408092e225e5cbd1767f,2017-12-10,72000.0,1,1.3900000000000001,1.3900000000000001,228,1.0,1.3900000000000001,0.132,False
M,48,6cacb0af4f064cb6b25e4180c8af1136,2016-12-20,83000.0,1,259.63,122.58,583,11.0,23.60272727272727,0.566,False
M,73,6d205d5d2c71498688a3d8c4cd561c0a,2016-10-27,97000.0,1,205.21,38.410000000000004,637,9.0,22.801111111111112,0.424,False
F,61,e1f1c53887394149977e49645b384a44,2017-08-17,33000.0,1,37.72,0.0,343,5.0,7.544,0.437,False
F,24,129a51fbc04449c08c5ed69cac7d82a7,2017-10-28,73000.0,1,186.36,16.66,271,9.0,20.706666666666667,0.996,False
F,53,eb1c40b0ca1b4d34846bcc28e4bb858f,2017-09-22,43000.0,1,26.38,1.43,307,7.0,3.7685714285714282,0.684,False
M,68,379c3d188896452bb3ce05c91801e191,2013-12-10,87000.0,1,191.59,160.93,1689,8.0,23.94875,0.142,False
M,76,736b9b540036473985913edde51ed7b5,2017-09-11,39000.0,1,12.579999999999998,0.0,318,4.0,3.1449999999999996,0.377,False
M,58,ea56b54dccb24b54b29abc2660b28316,2016-11-14,86000.0,1,72.6,0.0,619,3.0,24.2,0.145,False
F,51,29b68d3623ed4ca191ec0d0f54fb37d7,2018-02-12,116000.0,0,94.92,0.0,164,4.0,23.73,0.732,False
M,60,ce1d59f272f744c5aecefef2aba4d44f,2016-12-18,45000.0,1,22.85,3.29,585,10.0,2.285,0.513,False
M,80,0e7f9c775784453d8504e4a480d56c8e,2014-03-30,51000.0,1,142.33,119.24000000000001,1579,10.0,14.233,0.19,False
M,54,72cb17e8c761445f8b1a6782c39c9831,2017-06-02,57000.0,1,44.71,21.46,419,16.0,2.794375,1.146,False
F,70,9bdcc054e9ad403589ef9216baff243d,2017-10-17,57000.0,0,46.45,0.0,282,3.0,15.483333333333334,0.319,False
F,65,1d324572a0874ef480cc121408eb72d0,2017-12-05,87000.0,1,952.02,66.62,233,8.0,119.0025,1.03,False
M,56,39a967f20dd8425f9b1544f461323e2c,2018-05-07,88000.0,1,50.46,0.0,80,2.0,25.23,0.75,False
M,47,12f80d3087144ef8ae3de90220cd0b2d,2018-05-07,90000.0,1,0.0,0.0,80,0.0,0.0,0.0,False
F,60,e1dc0583e0614731b340a0799a970c44,2018-05-04,78000.0,1,109.0,0.0,83,5.0,21.8,1.807,False
M,57,a8408d265e2f405fb209e60ab23d3273,2017-06-26,61000.0,1,186.02,150.38,395,11.0,16.91090909090909,0.835,False
F,30,af573e631a6942379a5eb5088314e278,2017-07-28,65000.0,1,15.35,7.84,363,6.0,2.558333333333333,0.496,False
M,69,1ece3bb3428d4bedab519e239110e0a3,2018-01-22,80000.0,1,17.01,17.01,185,1.0,17.01,0.162,False
F,50,58e34617d75a4091bf31cdb7670db7a5,2017-09-12,107000.0,0,186.94,0.0,317,6.0,31.156666666666666,0.568,False
F,59,b1ca76c50c4c44cea738846065d957cf,2017-09-16,96000.0,1,76.51,30.28,313,3.0,25.503333333333334,0.288,False
M,37,db7879bc8ff14e0d8844fcde94820a60,2017-11-25,49000.0,1,2.14,0.43,243,3.0,0.7133333333333334,0.37,False
F,67,523e4e31038742ea8b4c93afa7afad92,2018-04-29,62000.0,1,6.989999999999999,0.0,88,3.0,2.3299999999999996,1.023,False
F,54,3f5dc181f374492f8d1a84fb7d68ec3d,2018-05-01,81000.0,1,157.07999999999998,49.17,86,7.0,22.439999999999998,2.442,False
M,26,af4843b3494c4e9483f2a7d2c45095ae,2017-11-11,74000.0,1,25.36,0.0,257,5.0,5.072,0.584,False
M,29,44960a76fc1f4626b9c55f8b4acd39c4,2018-05-10,67000.0,1,269.6,64.83,77,15.0,17.973333333333336,5.844,False
O,79,a8391d0ebdc64892959f727a8db2887d,2015-10-21,57000.0,1,180.06,75.19,1009,12.0,15.005,0.357,False
F,55,bde68ea39f4449f1818922a3077d3ff4,2016-04-19,78000.0,1,197.56,157.87,828,8.0,24.695,0.29,False
M,67,c79f517e43ca4838bed253e0fda9cebd,2017-10-02,44000.0,1,13.620000000000001,13.620000000000001,297,5.0,2.724,0.505,False
M,44,d88b4dbc2ff54dbcb9b99db4802657ac,2018-05-04,38000.0,1,5.17,0.0,83,4.0,1.2925,1.446,False
M,37,8c03c9716ffa4825b57af6b5cfee0f82,2018-05-01,39000.0,0,3.43,0.0,86,4.0,0.8575,1.395,False
F,69,2f62fe8c53e04f828e25f57df9d56282,2016-01-01,73000.0,1,946.98,210.3,937,11.0,86.08909090909091,0.352,False
F,40,c7c7c87a97a04536b8c7f5a5e386935a,2016-05-01,61000.0,1,307.96999999999997,261.58,816,19.0,16.20894736842105,0.699,False
F,41,0ae565c6ebc5417db7f6d2ee5eaabe72,2016-02-11,54000.0,1,226.12,95.01,896,17.0,13.301176470588235,0.569,False
M,37,5d02e48e7b974a69875d0c6ab097928e,2018-05-29,71000.0,1,32.93,11.18,58,12.0,2.7441666666666666,6.207,False
M,19,f760c17c8e72437ab9498ec9a866e69a,2018-01-07,65000.0,1,6.96,0.0,200,2.0,3.48,0.3,False
F,33,0dd96a99c8814d0c9ce06a4f1aadbb9c,2017-03-25,51000.0,1,157.8,134.93,488,13.0,12.13846153846154,0.799,False
M,56,f8a59176e4a84d2786e0ebb892fb322f,2016-01-23,49000.0,1,89.64,37.32,915,9.0,9.96,0.295,False
M,82,3d9147dad37e4543804cebd0891c6438,2017-11-16,40000.0,1,15.38,6.4399999999999995,252,6.0,2.5633333333333335,0.714,False
F,69,7e684e29d55d4003a95a8e70c04d973f,2018-06-14,80000.0,1,77.07,77.07,42,3.0,25.689999999999998,2.143,False
M,53,9f9eb9386d71451bb751acee1ab3603d,2018-02-20,57000.0,1,53.83,0.0,156,4.0,13.4575,0.769,False
F,29,3c08c9c72bd743bea16f48d167dfe0e7,2018-01-27,43000.0,1,12.93,0.0,180,6.0,2.155,1.0,False
M,63,e633a5cfcd1b4915954a1172a879f6f1,2018-01-10,31000.0,1,9.52,5.5,197,2.0,4.76,0.305,False
F,48,98c1b918a5ed47758c74bf3450b3dc2a,2017-10-08,56000.0,1,147.2,47.2,291,10.0,14.719999999999999,1.031,False
F,48,9766bd644a6748b0a7d71b305a4e576a,2018-06-05,58000.0,1,41.980000000000004,18.72,51,3.0,13.993333333333334,1.765,False
M,58,53ea5c4a167140e7afbe5afcc56d1107,2016-01-10,71000.0,1,70.84,19.22,928,4.0,17.71,0.129,False
F,72,172078490b5d4027add9d498e5a8db95,2017-09-20,87000.0,1,71.94999999999999,55.89,309,4.0,17.987499999999997,0.388,False
M,60,0b2c053116874c8abe7c1c4aa9af7e24,2018-07-08,60000.0,1,0.0,0.0,18,0.0,0.0,0.0,False
M,28,c9c0e595d6b84dfc8bee2592160bee11,2013-10-08,40000.0,1,57.019999999999996,11.64,1752,19.0,3.001052631578947,0.325,False
M,53,086f6cec7c6e4f5c9d401b015f39c764,2018-03-01,32000.0,1,10.459999999999999,0.0,147,5.0,2.0919999999999996,1.02,False
F,68,90dfdd37a816473ca7fd1fc806c657e2,2015-09-06,105000.0,0,117.55,0.0,1054,5.0,23.509999999999998,0.142,False
F,69,0bd0abaa6fca42d8b186c24c78358fa6,2016-10-03,73000.0,1,175.81,95.24,661,9.0,19.534444444444446,0.408,False
M,77,9acbb111ba2f452cbbafabaf49138377,2014-07-20,44000.0,1,13.6,0.0,1467,6.0,2.2666666666666666,0.123,False
M,27,a13d12b423c0443cbaa3815ce04ed056,2017-11-29,45000.0,1,32.91,0.0,239,8.0,4.11375,1.004,False
M,57,9d9762e2f526402aa214e18be86ecb0f,2017-09-23,104000.0,1,168.09,71.13,306,7.0,24.012857142857143,0.686,False
F,76,76d3f11f0c614119a5c3d96dc28013be,2017-12-10,65000.0,1,13.84,0.0,228,5.0,2.768,0.658,False
F,29,b94aefa7597140bf80049cf3516a4bc9,2016-02-26,56000.0,1,136.2,37.95,881,10.0,13.62,0.341,False
F,54,9da8d70d1ce44f678219834a1b14b427,2017-08-29,87000.0,1,158.43,140.18,331,7.0,22.632857142857144,0.634,False
F,58,686337f3cd1d4f548af8dcf79b727954,2017-02-04,86000.0,1,226.28,67.19,537,9.0,25.142222222222223,0.503,False
F,89,8de27665b103421f840103be3a5b071c,2018-05-07,100000.0,1,21.07,21.07,80,1.0,21.07,0.375,False
M,65,044a7e5bbe7f4c66a898ad1dc4bc0049,2018-04-22,52000.0,1,0.0,0.0,95,0.0,0.0,0.0,False
M,45,6f4a8b6d5cdb46cf80e56a416e43e7b3,2014-06-30,54000.0,1,53.45,3.38,1487,20.0,2.6725000000000003,0.403,False
O,55,be169db479dc428dbd49bec31058047a,2015-10-13,63000.0,1,189.93,59.230000000000004,1017,10.0,18.993000000000002,0.295,False
M,20,fac3b68123004528ad5a02842818eee5,2018-05-26,41000.0,1,85.7,39.23,61,10.0,8.57,4.918,False
M,52,b88d5bca2d8046fc870ff7cf55e68623,2017-11-18,56000.0,1,13.68,10.92,250,6.0,2.28,0.72,False
F,62,83050d3e8f1841469a596565018383f1,2017-01-30,120000.0,1,245.8,0.0,542,9.0,27.311111111111114,0.498,False
F,77,09bed795bc814b4e9ab2cad8f8b78fc0,2016-05-25,109000.0,1,228.07,141.19,792,8.0,28.50875,0.303,False
F,60,ce5d2d20e95e40e5a9a6ead3545fb393,2017-06-14,85000.0,1,180.83,74.35,407,8.0,22.60375,0.59,False
M,48,7b16ed6d6af641b48ff87971211ee60f,2017-04-28,53000.0,1,171.55,75.55,454,13.0,13.196153846153846,0.859,False
M,61,ebc3aaf34b8b409d87b2485e8c76621a,2016-09-23,55000.0,1,143.94,68.33,671,10.0,14.394,0.447,False
M,29,2dbab8bd18a340eea8fe57fc492d6bdd,2018-05-10,53000.0,1,19.71,8.64,77,4.0,4.9275,1.558,False
M,71,3889324c08c44aaaa40cbd2fe19964db,2015-05-20,38000.0,1,31.560000000000002,0.0,1163,12.0,2.6300000000000003,0.31,False
M,53,f7178f6391fc4b698ea2e04bd7ffe512,2018-05-06,49000.0,0,16.62,0.0,81,5.0,3.3240000000000003,1.852,False
M,83,8c54f6657313449b9f78e1f6b7a17aa9,2016-08-04,90000.0,1,163.13,110.59,721,6.0,27.188333333333333,0.25,False
F,53,0ac4cc504d9047d3aac00d5c8417f784,2017-07-26,87000.0,1,186.39,0.0,365,9.0,20.709999999999997,0.74,False
F,67,12b94bd1574647a8a7ffcb4ddbf3f044,2015-10-28,109000.0,1,275.6,192.73,1002,9.0,30.622222222222224,0.269,False
M,53,baa8971400b245f79072e0bb96c3b7a9,2015-07-25,86000.0,1,164.63,82.94,1097,8.0,20.57875,0.219,False
M,39,9066980ec7ea44889f8b1d326b710ebc,2017-10-19,58000.0,1,9.76,0.0,280,5.0,1.952,0.536,False
M,66,a9bbadc2f69b4da9bbe7ec7f6d4f6ff3,2016-08-10,90000.0,0,252.58999999999997,0.0,715,10.0,25.258999999999997,0.42,False
M,72,13d3c1b4461a418ea65dd9ddc7ab77bf,2017-10-05,36000.0,1,16.06,3.78,294,5.0,3.2119999999999997,0.51,False
F,59,aed8e306eb214dc4991026c1005bff46,2016-12-30,89000.0,1,68.18,0.0,573,3.0,22.72666666666667,0.157,False
F,75,6afa642622ef46e1b92f4135748e5fd8,2017-04-03,71000.0,1,192.41,132.15,479,11.0,17.491818181818182,0.689,False
M,77,b945adc6b8ea4694afba86d644198719,2018-06-08,87000.0,1,152.05,17.9,48,6.0,25.34166666666667,3.75,False
F,74,7ffb919d222447e2af22712b28cf1a60,2017-08-30,31000.0,1,84.02,35.57,330,12.0,7.001666666666666,1.091,False
F,68,526344b8d63d412fa9014ce5f6d12fc7,2017-10-15,84000.0,1,44.980000000000004,0.0,284,2.0,22.490000000000002,0.211,False
M,70,c34b2bbea66543e6959258063efe9fbc,2018-06-14,48000.0,1,20.47,7.96,42,7.0,2.924285714285714,5.0,False
M,34,4775a5d49fe74984a7a43e26c4114c8a,2017-12-14,68000.0,1,41.29,22.06,224,9.0,4.587777777777777,1.205,False
M,59,38fd7e72884849348f4c46ee282868d7,2016-05-10,64000.0,1,132.8,39.28,807,8.0,16.6,0.297,False
M,58,5f15c9e2974742c2a050b62254f71278,2015-12-17,57000.0,1,52.74,52.74,952,3.0,17.580000000000002,0.095,False
F,53,fe648b0ff22c4c3eb08384f04dd23123,2018-03-08,73000.0,1,147.22,31.56,140,7.0,21.03142857142857,1.5,False
F,36,da37610be80246f69cb4792b7ca4ec25,2014-04-04,31000.0,1,58.230000000000004,33.76,1574,16.0,3.6393750000000002,0.305,False
M,48,297b3345329e48958386be1e8086e99f,2016-02-08,60000.0,1,42.739999999999995,14.27,899,3.0,14.246666666666664,0.1,False
M,71,4744cfa970244d629b0a279fd2a468b2,2018-05-30,119000.0,1,109.53,49.92,57,4.0,27.3825,2.105,False
M,73,244b3b12df524021b73a4ba9f2381001,2014-02-18,93000.0,0,117.38,0.0,1619,4.0,29.345,0.074,False
M,45,3c2f772174ea4c4fa501a2275a614876,2017-09-17,35000.0,1,140.01,65.26,312,17.0,8.235882352941175,1.635,False
F,61,404bff404fbc4024bfd1da1134594b3f,2016-07-18,58000.0,1,272.85,47.34,738,18.0,15.158333333333335,0.732,False
F,84,594a54b30903443eaed92514ea9960c7,2016-10-17,64000.0,0,111.24,0.0,647,8.0,13.905,0.371,False
M,48,e353a8882c7c49169f14ae386fc66a9b,2017-12-26,40000.0,1,21.560000000000002,12.7,212,4.0,5.390000000000001,0.566,False
M,62,e5c6a20a9e484510ab9977e353a07d60,2015-09-30,65000.0,1,55.089999999999996,7.609999999999999,1030,16.0,3.4431249999999998,0.466,False
F,54,ff8bb9517a1e4ef18b63eb9f2ba67d9e,2018-01-18,85000.0,1,0.0,0.0,189,0.0,0.0,0.0,False
M,34,3a912dda124a43719e766fe8af45f565,2016-08-07,55000.0,1,50.42,34.8,718,17.0,2.9658823529411764,0.71,False
M,41,235b49cfcbff4da581d9ec3a70f39a1d,2017-09-14,36000.0,1,18.259999999999998,6.16,315,7.0,2.608571428571428,0.667,False
F,64,10af934bbfb641a49d9376d61dcb203a,2018-03-20,108000.0,1,106.39,21.82,128,4.0,26.5975,0.938,False
F,62,7097889fe4874f428905d2ecff9a6f91,2017-10-09,59000.0,1,156.14,19.25,290,10.0,15.613999999999999,1.034,False
M,87,b66cb315b9944a749e25aee0d7dfe13c,2018-01-28,33000.0,1,84.95,34.519999999999996,179,9.0,9.43888888888889,1.508,False
F,35,1ce8e5faa25f4daabdf8c43c1168cb17,2017-07-20,33000.0,1,100.68,0.0,371,14.0,7.191428571428572,1.132,False
F,66,078808d49ac341a0a303212f258a3410,2018-04-23,59000.0,1,72.08,14.92,94,5.0,14.416,1.596,False
F,34,70ae0b8c6a3f46888d5bd7c33759d7be,2016-07-12,54000.0,1,201.89,62.17,744,14.0,14.420714285714284,0.565,False
F,32,60f5adf150c7473b96b25438a7bdf70b,2018-04-22,70000.0,1,6.4,0.0,95,2.0,3.2,0.632,False
M,55,f08d85c4f74948a6b8af628cbfa42f70,2015-10-22,70000.0,1,296.83,142.2,1008,15.0,19.788666666666664,0.446,False
F,70,0345b2da6507473ca4400ed84dc6725a,2014-01-30,31000.0,1,39.45,22.02,1638,13.0,3.034615384615385,0.238,False
M,58,662befefa806458398069d386265009d,2016-03-16,60000.0,1,69.91,11.07,862,5.0,13.982,0.174,False
F,43,5c36a3b1ae58409aae940938d81ac22c,2017-11-13,70000.0,1,178.28,139.78,255,9.0,19.808888888888887,1.059,False
M,41,b36bf3f9b2534cdab28a1d6e2588e939,2017-09-06,35000.0,1,91.42,53.79,323,10.0,9.142,0.929,False
M,73,b9856bf1ebd14d05a9a34df2e1d5008d,2017-12-28,71000.0,1,83.28,59.42,210,5.0,16.656,0.714,False
O,61,c770251c32b84d59a17a8e591f9e0418,2016-11-02,98000.0,0,289.41,0.0,631,12.0,24.117500000000003,0.571,False
F,74,29033cded35c48d99cf6ef99f91fad66,2016-01-03,39000.0,1,386.15,328.21,935,13.0,29.70384615384615,0.417,False
F,58,05fc000adcf544ed9a726f45adac5896,2017-04-13,68000.0,1,224.45,136.18,469,12.0,18.704166666666666,0.768,False
F,80,400b0b26df05490381f988a896541cf6,2015-08-23,38000.0,1,120.29,57.05,1068,13.0,9.253076923076923,0.365,False
M,47,54f3e89d8e054759917edc94ad6a2344,2018-02-22,74000.0,1,27.45,0.0,154,8.0,3.43125,1.558,False
F,60,701ad251cb8d46d49662b912ee2e3f6d,2017-12-20,92000.0,1,181.66,112.46000000000001,218,8.0,22.7075,1.101,False
F,33,7a88c1b8eb654e98b4595c642193d50d,2017-04-21,51000.0,1,88.92,0.0,461,9.0,9.88,0.586,False
F,52,e4aa35b0f70e4c9ba48dc5f433b230e1,2018-06-30,41000.0,1,104.73,7.93,26,10.0,10.473,10.0,False
M,54,c55582773fa24fb8a0e217851a2b23ae,2017-08-08,119000.0,1,82.75,0.0,352,3.0,27.583333333333332,0.256,False
M,44,a7c13d08e4e84411acb8fe51eb142dbe,2017-11-21,73000.0,1,67.44999999999999,22.74,247,4.0,16.862499999999997,0.486,False
M,39,d537607dde6343a8811c7579e1547361,2017-10-18,39000.0,1,16.96,12.870000000000001,281,6.0,2.8266666666666667,0.641,False
F,27,a2b6a87946dd43bfa72d5617f87ece3f,2017-12-05,33000.0,1,119.52,40.93,233,14.0,8.537142857142857,1.803,False
F,75,b6471ab102724837b8e65d46fc5b8184,2015-08-07,86000.0,1,230.37,0.0,1084,10.0,23.037,0.277,False
F,77,1029b283ed2d4fa8b3a97e2063fc8d4e,2017-08-19,105000.0,1,98.52,46.71,341,4.0,24.63,0.352,False
F,33,43ae63b5a3fb43958427cde7ccdb202c,2018-06-13,46000.0,1,10.89,1.31,43,6.0,1.8150000000000002,4.186,False
F,69,f2c038ac9ea84e26bee2b0071be4edc6,2015-12-25,112000.0,1,125.11,79.61,944,5.0,25.022,0.159,False
F,34,3b28568258854d9a98781aa1486c414c,2017-11-02,58000.0,1,215.59,0.0,266,14.0,15.399285714285714,1.579,False
F,51,34064317a1c84e2f8872964d1d5a2a59,2016-04-13,72000.0,1,182.4,0.0,834,8.0,22.8,0.288,False
M,63,fd6d4526affd423981d07933ade07f8c,2014-08-12,46000.0,1,51.04,20.45,1444,13.0,3.926153846153846,0.27,False
M,47,457a42a34c094847af06957361041750,2017-10-29,50000.0,0,32.75,0.0,270,9.0,3.638888888888889,1.0,False
M,34,3b20451865674e2f8d94b0efd850b16e,2017-11-06,44000.0,1,37.6,25.31,262,20.0,1.8800000000000001,2.29,False
M,33,5bba0d9b9afa4179a8d90e1f66054178,2017-10-27,46000.0,1,12.87,0.0,272,3.0,4.29,0.331,False
M,47,61cee6f526084729850eb09629ad69d2,2017-09-21,54000.0,1,18.53,0.0,308,5.0,3.7060000000000004,0.487,False
F,77,7d42182778104595bb6d5e920a767eca,2018-07-18,74000.0,1,225.26,95.46000000000001,8,11.0,20.478181818181817,11.0,False
